# fields=36 strings=0,1,2,3,5,6,7,8,9,11,28,29,32
"Dun Morogh","","","n Forest",65,"","","ds","ogh","",0,"Dun Morogh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,1050253722,0
"un Morogh","","ands"," Forest",1073741888,"","","","gh","",0,"Longshore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"n Morogh","","","Forest",64,"","","lands","rogh","",0,"Badlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1036831949,0
" Morogh","","","orest",64,"","","","rogh","",0,"Blasted Lands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"rogh","","asted Lands","rest",1073741888,"","","","n Morogh","",0,"Blackwater Cove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ogh","","","est",64,"","","asted Lands","l Tiras","",0,"Swamp of Sorrows",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722,0
"gh","","Longshore","st",1076887552,"","","ted Lands","Dun Morogh","",0,"Northshire Valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"h","","","f Heroes UNUSED",64,"","","ands","un Morogh","",0,"Duskwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722,0
"","",""," Heroes UNUSED",64,"","","","ras","",0,"Wetlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722,0
"Longshore","","","t",64,"","","ted Lands","Dun Morogh","",0,"Elwynn Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,0,0
"ongshore","","h","Man's Hole",1073741888,"","","ckwater Cove","","",0,"The World Tree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ngshore","Dun Morogh","","",64,"","","lands","gh","",0,"Durotar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190," Morogh","",0,0,"",3287941120,1053609165,0
"gshore","Dun Morogh","","The World Tree",64,"","","asted Lands","ras","",0,"Dustwallow Marsh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1053609165,0
"shore","Dun Morogh","","he World Tree",64,"","","Blasted Lands","Gurub","",0,"Azshara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722,0
"hore","Dun Morogh","","e World Tree",64,"",""," Lands","rogh","",0,"The Barrens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190," Morogh","",0,0,"",3287941120,1050253722,0
"ore","","Longshore"," World Tree",1073741888,"","","ted Lands","Dun Morogh","",7,"Crystal Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"re","","asted Lands","Gorge",1073741888,"","","lasted Lands","n Morogh","",40,"Zul'Gurub",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"e","","ands","World Tree",1073741888,"","","","gh","",14,"Moonbrook",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"","","","orld Tree",64,"","","","ogh","",0,"Kul Tiras",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Badlands","wind Pass","","ds",17472,"",""," Lands","un Morogh","",0,"Programmer Isle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","Dun Morogh",0,0,"",3287941120,0,0
"adlands","","Longshore","rld Tree",1074790464,"","","ted Lands","","",0,"Northshire River",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"dlands","","Longshore","ld Tree",1076887552,"rows","","ted Lands","Dun Morogh","of Sorrows",0,"Northshire Abbey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"lands","","","d Tree",64,"","","lackwater Cove","h","",0,"Blackrock Mountain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ands","","ands","e Mine",1073741888,"","","","rogh","",0,"Lighthouse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ds","",""," Tree",64,"","","d Lands","Gurub","",0,"Western Plaguelands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722,0
"","","","Tree",64,"","","","","",0,"Nine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"lasted Lands","","h","ree",1073741888,"","","","un Morogh","",0,"The Cemetary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"asted Lands","","","ee",64,"","","lasted Lands","n Morogh","",0,"Stranglethorn Vale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722,0
"sted Lands","","Longshore","e",1073741824,"","","ted Lands","Dun Morogh","",0,"Echo Ridge Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ted Lands","","asted Lands","",1075839040,"","","","n Morogh","",42,"Booty Bay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ed Lands","","","Durotar",64,"","","Blasted Lands","Dun Morogh","",0,"Alterac Mountains",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1056964608,0
"d Lands","","asted Lands","urotar",1073741888,"","","","n Morogh","",36,"Lake Nazferiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
" Lands","","","rotar",64,"","","Blasted Lands","Dun Morogh","",0,"Loch Modan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,1036831949,0
"ands","","","otar",64,"","","ackwater Cove","gh","",0,"Westfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"un Morogh","",0,0,"",3287941120,1036831949,0
"nds","","","an's Hole",64,"","","kwater Cove","un Morogh","",0,"Deadwind Pass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1050253722,0
"ds","","h","tar",1075839040,"","","","un Morogh","",25,"Darkshire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"s","","asted Lands","ar",1073741888,"","","","n Morogh","",42,"Wild Shore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"","","","r",64,"","","Blasted Lands","Dun Morogh","",0,"Redridge Mountains",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1045220557,0
"Blackwater Cove","","","",64,"","","","ogh","",0,"Arathi Highlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1045220557,0
"lackwater Cove","","","Dustwallow Marsh",64,"","","lackwater Cove","h","",0,"Burning Steppes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1036831949,0
"ackwater Cove","","","ustwallow Marsh",64,"","","Blasted Lands","Dun Morogh","",0,"The Hinterlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1053609165,0
"kwater Cove","wind Pass","Badlands","stwallow Marsh",1073741888,"","","","","",0,"Dead Man's Hole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ater Cove","","","twallow Marsh",64,"","","lackwater Cove","h","",0,"Searing Gorge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,1036831949,0
"er Cove","","Longshore","wallow Marsh",1073741888,"","","ted Lands","Dun Morogh","",0,"Thieves Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"r Cove","","Longshore","Dead Man's Hole",1073741888,"","","ted Lands","Dun Morogh","",8,"Jasperlode Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
" Cove","","Longshore","allow Marsh",1073741888,"","","ted Lands","ongshore","Swamp of Sorrows",0,"Valley of Heroes UNUSED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Cove","","Longshore","llow Marsh",1073741888,"","","ted Lands","Dun Morogh","hthouse",0,"Heroes' Vigil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"ove","","Longshore","low Marsh",1073741888,"","","ted Lands","Dun Morogh","",5,"Fargodeep Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"e","","Longshore","ow Marsh",1074790400,"","","ted Lands","Dun Morogh","",0,"Northshire Vineyards",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"","","Longshore","ne",1073741888,"","","ted Lands","Dun Morogh","",8,"Forest's Edge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
"Swamp of Sorrows","","Longshore","w Marsh",1073741888,"","","ted Lands","Dun Morogh","",0,"Thunder Falls",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,"","",0,0,"",3287941120,0,0
