# fields=28 strings=0,1,2,3,11,12,13
"Creature\Basilisk\Basilisk.mdx","Basilisk\Basilisk.mdx","Creature\Basilisk\Basilisk.mdx","Creature\Basilisk\Basilisk.mdx",1065353216,1,7,1099956224,1094713344,1065353216,0,"","","Creature\Basilisk\Basilisk.mdx",1060226099,1074089951,0,3234056351,3225458544,3193096255,1076985271,1078281240,1074034595,1065353216,1065353216,0,0,0
"reature\Basilisk\Basilisk.mdx","reature\Basilisk\Basilisk.mdx","Creature\BogBeast\BogBeast.mdx","Creature\Basilisk\Basilisk.mdx",1065353216,1,4294967295,1099956224,1094713344,1065353216,0,"","","reature\Basilisk\Basilisk.mdx",1060226099,1074089951,0,3209547859,3223607518,3191198819,1071608811,1074218515,1077271935,1065353216,1065353216,0,0,0
"eature\Basilisk\Basilisk.mdx","reature\Basilisk\Basilisk.mdx","Creature\Centaur\Centaur.mdx","Creature\Basilisk\Basilisk.mdx",1065353216,1,4294967295,1099956224,1094713344,1065353216,0,"","","eature\Basilisk\Basilisk.mdx",1060226099,1074089951,0,3216671020,3204567290,3147475515,1065210140,1057352699,1076945962,1065353216,1065353216,0,0,0
"ature\Basilisk\Basilisk.mdx","reature\Basilisk\Basilisk.mdx","Creature\CrystalSpider\CrystalSpider.mdx","Creature\Basilisk\Basilisk.mdx",1065353216,1,0,1099956224,1094713344,1065353216,0,"","","ature\Basilisk\Basilisk.mdx",0,0,0,0,0,0,0,0,0,1065353216,1065353216,0,0,0
"ture\Basilisk\Basilisk.mdx","reature\Basilisk\Basilisk.mdx","Creature\DarkHound\DarkHound.mdx","Creature\Basilisk\Basilisk.mdx",1065353216,1,4294967295,1099956224,1094713344,1065353216,0,"","","ture\Basilisk\Basilisk.mdx",1058828557,1070948418,0,3215741042,3203565506,3157341592,1062324090,1054395244,1070553381,1065353216,1065353216,0,0,0
"ure\Basilisk\Basilisk.mdx","\Basilisk\Basilisk.mdx","Creature\DragonWhelp\DragonWhelp.mdx","",1065353216,1,4294967295,1099956224,1094713344,1065353216,0,"","","ure\Basilisk\Basilisk.mdx",1060226099,1074089951,0,3208683597,3211889421,1065002287,1059264395,1064786532,1078735659,1065353216,1065353216,0,0,0
"e\Basilisk\Basilisk.mdx","","Creature\furbolg\Furbolg.mdx","Creature\Basilisk\Basilisk.mdx",1065353216,1,7,1099956224,1094713344,1065353216,0,"","","e\Basilisk\Basilisk.mdx",1058828557,1073871847,0,3205904082,3212023488,3125402067,1066055770,1064544722,1073474638,1065353216,1065353216,0,0,0
"\Basilisk\Basilisk.mdx","eature\Basilisk\Basilisk.mdx","Creature\Ghost\Ghost.mdx","Creature\Basilisk\Basilisk.mdx",1065353216,1,4,1099956224,1094713344,1065353216,0,"","","\Basilisk\Basilisk.mdx",1058828557,1073871847,0,3220287819,3220561111,3198800206,1068760937,1069851632,1078395828,1065353216,1065353216,0,0,0
"Basilisk\Basilisk.mdx","","Creature\Gnoll\gnoll.mdx","Creature\Basilisk\Basilisk.mdx",1065353216,1,7,1099956224,1094713344,1065353216,0,"","","Basilisk\Basilisk.mdx",1058828557,1073871847,0,3209034258,3207722464,970560603,1060853768,1061287845,1071696681,1065353216,1065353216,0,0,0
"asilisk\Basilisk.mdx","","Creature\Grell\Grell.mdx","",1065353216,1,4,1099956224,1094713344,1065353216,0,"","","asilisk\Basilisk.mdx",1056031795,1069782401,0,3216727400,3208958240,3140882203,1060271448,1061126532,1068903770,1065353216,1065353216,0,0,0
