# fields=19 strings=0,1,2,3,4,5,7,9,11,12,15
"AGREE","AGREE","","AGREE","GREE","REE",0,"EE",0,"E",0,"","",0,0,"",0,0,0
"GREE","AMAZE","","","AMAZE","MAZE",0,"AZE",0,"ZE",0,"","",0,0,"",0,0,0
"REE","ANGRY","NGRY","E","","ANGRY",0,"NGRY",0,"GRY",0,"RY","Y",0,0,"",0,0,0
"EE","APOLOGIZE","","APOLOGIZE","POLOGIZE","OLOGIZE",0,"LOGIZE",0,"OGIZE",0,"","",0,0,"",0,0,0
"E","APPLAUD","OLOGIZE","GIZE","IZE","ZE",0,"E",0,"",0,"","",0,0,"",0,0,0
"","BASHFUL","GIZE","APPLAUD","PPLAUD","PLAUD",0,"LAUD",0,"AUD",0,"","",0,0,"",0,0,0
"AMAZE","BECKON","","UD","D","",0,"BASHFUL",0,"ASHFUL",0,"","",0,0,"",0,0,0
"MAZE","BEG","POLOGIZE","SHFUL","HFUL","FUL",0,"UL",0,"L",0,"","",0,0,"",0,0,0
"AZE","BITE","","BECKON","ECKON","CKON",0,"KON",0,"ON",0,"","",0,0,"",0,0,0
"ZE","BLEED","","","","",0,"N",0,"",0,"","",0,0,"",0,0,0
"E","BLINK","","BEG","EG","G",0,"",0,"BITE",0,"","",0,0,"",0,0,0
"","BLUSH","GIZE","ITE","TE","E",0,"",0,"BLEED",0,"","",0,0,"",0,0,0
"ANGRY","BONK","","LEED","EED","ED",0,"D",0,"",0,"","",0,0,"BLINK",0,0,0
"NGRY","BORED","","LINK","INK","NK",0,"K",0,"",0,"","",0,0,"",0,0,0
"GRY","BOUNCE","","BLUSH","LUSH","USH",0,"SH",0,"H",0,"","",0,0,"",0,0,0
"RY","BRB","","","BONK","ONK",0,"NK",0,"K",0,"","",0,0,"",0,0,0
"Y","BOW","GREE","","BORED","ORED",0,"RED",0,"ED",0,"","",0,0,"",0,0,0
"","BURP","","D","","BOUNCE",0,"OUNCE",0,"UNCE",0,"","",0,0,"",0,0,0
"APOLOGIZE","BYE","REE","NCE","CE","E",0,"",0,"BRB",0,"","",0,0,"",0,0,0
"POLOGIZE","CACKLE","E","RB","B","",0,"BOW",0,"OW",0,"","",0,0,"",0,0,0
"OLOGIZE","CHEER","EE","W","","BURP",0,"URP",0,"RP",0,"","",0,0,"",0,0,0
"LOGIZE","CHICKEN","APOLOGIZE","P","","BYE",0,"YE",0,"E",0,"","",0,0,"",0,0,0
"OGIZE","CHUCKLE","E","","CACKLE","ACKLE",0,"CKLE",0,"KLE",0,"","",0,0,"",0,0,0
"GIZE","CLAP","OLOGIZE","LE","E","",0,"CHEER",0,"HEER",0,"","",0,0,"",0,0,0
"IZE","CONFUSED","","EER","ER","R",0,"",0,"CHICKEN",0,"","",0,0,"",0,0,0
"ZE","CONGRATULATE","E","HICKEN","ICKEN","CKEN",0,"KEN",0,"EN",0,"","",0,0,"",0,0,0
"E","COUGH","","N","","CHUCKLE",0,"HUCKLE",0,"UCKLE",0,"","",0,0,"",0,0,0
"","COWER","AD","CKLE","KLE","LE",0,"E",0,"",0,"","",0,0,"",0,0,0
"APPLAUD","CRACK","","CLAP","LAP","AP",0,"P",0,"",0,"CONFUSED","ONFUSED",0,0,"NFUSED",0,0,0
"PPLAUD","CRINGE","","FUSED","USED","SED",0,"ED",0,"D",0,"","",0,0,"",0,0,0
"PLAUD","CRY","","","CONGRATULATE","ONGRATULATE",0,"NGRATULATE",0,"GRATULATE",0,"","",0,0,"",0,0,0
"LAUD","CURIOUS","","RATULATE","ATULATE","TULATE",0,"ULATE",0,"LATE",0,"","",0,0,"ATE",0,0,0
"AUD","CURTSEY","GREE","TE","E","",0,"COUGH",0,"OUGH",0,"","",0,0,"",0,0,0
"UD","DANCE","ZE","UGH","GH","H",0,"",0,"COWER",0,"","",0,0,"",0,0,0
"D","DRINK","AMAZE","OWER","WER","ER",0,"R",0,"",0,"","",0,0,"",0,0,0
"","DROOL","","CRACK","RACK","ACK",0,"CK",0,"K",0,"","",0,0,"",0,0,0
"BASHFUL","EAT","AMAZE","","CRINGE","RINGE",0,"INGE",0,"NGE",0,"","",0,0,"",0,0,0
"ASHFUL","EYE","","GE","E","",0,"CRY",0,"RY",0,"","",0,0,"",0,0,0
"SHFUL","FART","","Y","","CURIOUS",0,"URIOUS",0,"RIOUS",0,"","",0,0,"",0,0,0
"HFUL","FIDGET","","IOUS","OUS","US",0,"S",0,"",0,"","",0,0,"",0,0,0
"FUL","FLEX","OGIZE","CURTSEY","URTSEY","RTSEY",0,"TSEY",0,"SEY",0,"","",0,0,"EY",0,0,0
"UL","FROWN","","Y","","DANCE",0,"ANCE",0,"NCE",0,"","",0,0,"",0,0,0
"L","GASP","E","CE","E","",0,"DRINK",0,"RINK",0,"","",0,0,"",0,0,0
"","GAZE","","INK","NK","K",0,"",0,"DROOL",0,"","",0,0,"",0,0,0
"BECKON","GIGGLE","E","ROOL","OOL","OL",0,"L",0,"",0,"","",0,0,"",0,0,0
"ECKON","GLARE","","EAT","AT","T",0,"",0,"EYE",0,"","",0,0,"",0,0,0
"CKON","GLOAT","E","YE","E","",0,"FART",0,"ART",0,"","",0,0,"",0,0,0
"KON","GREET","REE","RT","T","",0,"FIDGET",0,"IDGET",0,"","",0,0,"",0,0,0
"ON","GRIN","","DGET","GET","ET",0,"T",0,"",0,"","",0,0,"",0,0,0
"N","GROAN","","FLEX","LEX","EX",0,"X",0,"",0,"","",0,0,"",0,0,0
"","GROVEL","POLOGIZE","FROWN","ROWN","OWN",0,"WN",0,"N",0,"","",0,0,"",0,0,0
"BEG","GUFFAW","E","","GASP","ASP",0,"SP",0,"P",0,"","",0,0,"",0,0,0
"EG","HAIL","REE","","GAZE","AZE",0,"ZE",0,"E",0,"","",0,0,"",0,0,0
"G","HAPPY","","GIGGLE","IGGLE","GGLE",0,"GLE",0,"LE",0,"","",0,0,"",0,0,0
"","HELLO","REE","E","","GLARE",0,"LARE",0,"ARE",0,"","",0,0,"",0,0,0
"BITE","HUG","","RE","E","",0,"GLOAT",0,"LOAT",0,"","",0,0,"",0,0,0
"ITE","HUNGRY","","OAT","AT","T",0,"",0,"GREET",0,"","",0,0,"",0,0,0
"TE","KISS","Y","REET","EET","ET",0,"T",0,"",0,"","",0,0,"",0,0,0
"E","KNEEL","LINK","GRIN","RIN","IN",0,"N",0,"",0,"","",0,0,"",0,0,0
"","LAUGH","E","GROAN","ROAN","OAN",0,"AN",0,"N",0,"","",0,0,"",0,0,0
"BLEED","LAYDOWN","","","GROVEL","ROVEL",0,"OVEL",0,"VEL",0,"","",0,0,"",0,0,0
"LEED","MASSAGE","","EL","L","",0,"GUFFAW",0,"UFFAW",0,"","",0,0,"",0,0,0
"EED","MOAN","","FFAW","FAW","AW",0,"W",0,"",0,"","",0,0,"",0,0,0
"ED","MOON","","HAIL","AIL","IL",0,"L",0,"",0,"HAPPY","APPY",0,0,"PPY",0,0,0
"D","MOURN","","PY","Y","",0,"HELLO",0,"ELLO",0,"","",0,0,"",0,0,0
"","NO","GIGGLE","LLO","LO","O",0,"",0,"HUG",0,"","",0,0,"",0,0,0
"BLINK","NOD","","UG","G","",0,"HUNGRY",0,"UNGRY",0,"","",0,0,"",0,0,0
"LINK","NOSEPICK","","NGRY","GRY","RY",0,"Y",0,"",0,"KISS","ISS",0,0,"",0,0,0
"INK","PANIC","","SS","S","",0,"KNEEL",0,"NEEL",0,"","",0,0,"",0,0,0
"NK","PEER","","EEL","EL","L",0,"",0,"LAUGH",0,"","",0,0,"",0,0,0
"K","PLEAD","POLOGIZE","AUGH","UGH","GH",0,"H",0,"",0,"","",0,0,"LAYDOWN",0,0,0
"","POINT","IZE","AYDOWN","YDOWN","DOWN",0,"OWN",0,"WN",0,"","",0,0,"",0,0,0
"BLUSH","POKE","","N","","MASSAGE",0,"ASSAGE",0,"SSAGE",0,"","",0,0,"SAGE",0,0,0
"LUSH","PRAY","RY","AGE","GE","E",0,"",0,"MOAN",0,"","",0,0,"",0,0,0
"USH","ROAR","GRY","OAN","AN","N",0,"",0,"MOON",0,"","",0,0,"",0,0,0
"SH","ROFL","E","OON","ON","N",0,"",0,"MOURN",0,"","",0,0,"",0,0,0
"H","RUDE","NGRY","OURN","URN","RN",0,"N",0,"",0,"","",0,0,"",0,0,0
"","SALUTE","","NO","O","",0,"NOD",0,"OD",0,"","",0,0,"",0,0,0
"BONK","SCRATCH","","D","","NOSEPICK",0,"OSEPICK",0,"SEPICK",0,"","",0,0,"EPICK",0,0,0
"ONK","SEXY","","PICK","ICK","CK",0,"K",0,"",0,"","",0,0,"PANIC",0,0,0
"NK","SHAKE","","ANIC","NIC","IC",0,"C",0,"",0,"PEER","EER",0,0,"ER",0,0,0
"K","SHOUT","LOGIZE","R","","PLEAD",0,"LEAD",0,"EAD",0,"","",0,0,"",0,0,0
"","SHRUG","","AD","D","",0,"POINT",0,"OINT",0,"","",0,0,"",0,0,0
"BORED","SHY","GIZE","INT","NT","T",0,"",0,"POKE",0,"","",0,0,"",0,0,0
"ORED","SIGH","","OKE","KE","E",0,"",0,"PRAY",0,"","",0,0,"",0,0,0
"RED","SIT","ANGRY","","","",0,"RAY",0,"AY",0,"","",0,0,"",0,0,0
"ED","SLEEP","","","","",0,"Y",0,"",0,"","",0,0,"",0,0,0
"D","SNARL","","ROAR","OAR","AR",0,"R",0,"",0,"ROFL","OFL",0,0,"FL",0,0,0
"","SPIT","","L","","RUDE",0,"UDE",0,"DE",0,"","",0,0,"",0,0,0
"BOUNCE","STARE","","E","","SALUTE",0,"ALUTE",0,"LUTE",0,"","",0,0,"",0,0,0
"OUNCE","SURPRISED","","UTE","TE","E",0,"",0,"SCRATCH",0,"","",0,0,"",0,0,0
"UNCE","SURRENDER","POLOGIZE","CRATCH","RATCH","ATCH",0,"TCH",0,"CH",0,"","",0,0,"H",0,0,0
"NCE","TALK","AGREE","","SEXY","EXY",0,"XY",0,"Y",0,"","",0,0,"",0,0,0
"CE","TALKEX","E","SHAKE","HAKE","AKE",0,"KE",0,"E",0,"","",0,0,"",0,0,0
"E","TALKQ","","","SHOUT","HOUT",0,"OUT",0,"UT",0,"","",0,0,"",0,0,0
"","TAP","","T","","SHRUG",0,"HRUG",0,"RUG",0,"UG","G",0,0,"",0,0,0
"BRB","THANK","AGREE","SHY","HY","Y",0,"",0,"SIGH",0,"","",0,0,"",0,0,0
"RB","THREATEN","","IGH","GH","H",0,"",0,"SIT",0,"","",0,0,"",0,0,0
"B","TIRED","","IT","T","",0,"SLEEP",0,"LEEP",0,"EEP","EP",0,0,"P",0,0,0
"","VICTORY","EE","","SNARL","NARL",0,"ARL",0,"RL",0,"","",0,0,"",0,0,0
"BOW","WAVE","REE","L","","SPIT",0,"PIT",0,"IT",0,"","",0,0,"",0,0,0
"OW","WELCOME","REE","T","","STARE",0,"TARE",0,"ARE",0,"","",0,0,"",0,0,0
"W","WHINE","","RE","E","",0,"SURPRISED",0,"URPRISED",0,"","",0,0,"",0,0,0
"","WHISTLE","","RPRISED","PRISED","RISED",0,"ISED",0,"SED",0,"","",0,0,"",0,0,0
"BURP","WORK","","ED","D","",0,"SURRENDER",0,"URRENDER",0,"","",0,0,"",0,0,0
"URP","YAWN","","RRENDER","RENDER","ENDER",0,"NDER",0,"DER",0,"","",0,0,"",0,0,0
"RP","BOGGLE","","ER","R","",0,"TALK",0,"ALK",0,"","",0,0,"",0,0,0
"P","CALM","","LK","K","",0,"TALKEX",0,"ALKEX",0,"","",0,0,"",0,0,0
"","COLD","","LKEX","KEX","EX",0,"X",0,"",0,"TALKQ","ALKQ",0,0,"LKQ",0,0,0
"BYE","COMFORT","","KQ","Q","",0,"TAP",0,"AP",0,"","",0,0,"",0,0,0
"YE","CUDDLE","","P","","THANK",0,"HANK",0,"ANK",0,"","",0,0,"",0,0,0
"E","DUCK","","NK","K","",0,"THREATEN",0,"HREATEN",0,"","",0,0,"",0,0,0
"","INSULT","NGRY","REATEN","EATEN","ATEN",0,"TEN",0,"EN",0,"","",0,0,"N",0,0,0
"CACKLE","INTRODUCE","","","TIRED","IRED",0,"RED",0,"ED",0,"D","",0,0,"VICTORY",0,0,0
"ACKLE","JK","","ICTORY","CTORY","TORY",0,"ORY",0,"RY",0,"Y","",0,0,"",0,0,0
"CKLE","LICK","","WAVE","AVE","VE",0,"E",0,"",0,"","",0,0,"WELCOME",0,0,0
"KLE","LISTEN","","ELCOME","LCOME","COME",0,"OME",0,"ME",0,"","",0,0,"",0,0,0
"LE","LOST","","E","","WHINE",0,"HINE",0,"INE",0,"NE","E",0,0,"",0,0,0
"E","MOCK","","","WHISTLE","HISTLE",0,"ISTLE",0,"STLE",0,"","",0,0,"",0,0,0
"","PONDER","","TLE","LE","E",0,"",0,"WORK",0,"","",0,0,"",0,0,0
"CHEER","POUNCE","","ORK","RK","K",0,"",0,"YAWN",0,"","",0,0,"",0,0,0
"HEER","PRAISE","","AWN","WN","N",0,"",0,"BOGGLE",0,"","",0,0,"",0,0,0
"EER","PURR","","OGGLE","GGLE","GLE",0,"LE",0,"E",0,"","",0,0,"",0,0,0
"ER","PUZZLE","","","CALM","ALM",0,"LM",0,"M",0,"","",0,0,"",0,0,0
"R","RAISE","","","COLD","OLD",0,"LD",0,"D",0,"","COMFORT",0,0,"OMFORT",0,0,0
"","READY","","MFORT","FORT","ORT",0,"RT",0,"T",0,"","",0,0,"CUDDLE",0,0,0
"CHICKEN","SHIMMY","","UDDLE","DDLE","DLE",0,"LE",0,"E",0,"","",0,0,"",0,0,0
"HICKEN","SHIVER","","","DUCK","UCK",0,"CK",0,"K",0,"","",0,0,"",0,0,0
"ICKEN","SHOO","","INSULT","NSULT","SULT",0,"ULT",0,"LT",0,"","",0,0,"",0,0,0
"CKEN","SLAP","","T","","INTRODUCE",0,"NTRODUCE",0,"TRODUCE",0,"","",0,0,"RODUCE",0,0,0
"KEN","SMIRK","","ODUCE","DUCE","UCE",0,"CE",0,"E",0,"","",0,0,"",0,0,0
"EN","SNIFF","","","JK","K",0,"",0,"LICK",0,"","",0,0,"ICK",0,0,0
"N","SNUB","","CK","K","",0,"LISTEN",0,"ISTEN",0,"","",0,0,"STEN",0,0,0
"","SOOTHE","","TEN","EN","N",0,"",0,"LOST",0,"","",0,0,"",0,0,0
"CHUCKLE","STINK","","OST","ST","T",0,"",0,"MOCK",0,"","",0,0,"OCK",0,0,0
"HUCKLE","TAUNT","APOLOGIZE","CK","K","",0,"PONDER",0,"ONDER",0,"","",0,0,"NDER",0,0,0
"UCKLE","TEASE","","DER","ER","R",0,"",0,"POUNCE",0,"","",0,0,"",0,0,0
"CKLE","THIRSTY","","OUNCE","UNCE","NCE",0,"CE",0,"E",0,"","PRAISE",0,0,"",0,0,0
"KLE","VETO","","RAISE","AISE","ISE",0,"SE",0,"E",0,"","",0,0,"",0,0,0
"LE","SNICKER","","","PURR","URR",0,"RR",0,"R",0,"","",0,0,"",0,0,0
"E","STAND","ZE","","","",0,"",0,"",0,"","",0,0,"",0,0,0
"","TICKLE","","PUZZLE","UZZLE","ZZLE",0,"ZLE",0,"LE",0,"","",0,0,"",0,0,0
"CLAP","VIOLIN","","E","","RAISE",0,"AISE",0,"ISE",0,"","",0,0,"",0,0,0
"TULATE","SMILE","","SE","E","",0,"READY",0,"EADY",0,"","",0,0,"",0,0,0
"RACK","RASP","NGRY","SHIVER","HIVER","IVER",0,"VER",0,"ER",0,"","",0,0,"",0,0,0
"OUS","PITY","","IRK","RK","K",0,"",0,"NIFF",0,"","",0,0,"SNIFF",0,0,0
"US","GROWL","GRY","IFF","FF","F",0,"",0,"SNUB",0,"","",0,0,"",0,0,0
"S","BARK","","NUB","UB","B",0,"",0,"SOOTHE",0,"","",0,0,"",0,0,0
"INK","SCARED","EAD","E","","STINK",0,"TINK",0,"INK",0,"","",0,0,"",0,0,0
"NK","FLOP","","NK","K","",0,"TAUNT",0,"AUNT",0,"","",0,0,"",0,0,0
"K","LOVE","","UNT","NT","T",0,"",0,"TEASE",0,"","",0,0,"",0,0,0
"","MOO","","EASE","ASE","SE",0,"E",0,"",0,"","",0,0,"",0,0,0
"RT","COMMEND","OLOGIZE","THIRSTY","HIRSTY","IRSTY",0,"RSTY",0,"STY",0,"","",0,0,"",0,0,0
"GASP","TRAIN","IGGLE","","","",0,"",0,"",0,"","",0,0,"",0,0,0
"","HELPME","LOGIZE","D","","TICKLE",0,"ICKLE",0,"CKLE",0,"","",0,0,"",0,0,0
"GROAN","INCOMING","IZE","KLE","LE","E",0,"",0,"VIOLIN",0,"","",0,0,"",0,0,0
"ROAN","CHARGE","IZE","IOLIN","OLIN","LIN",0,"IN",0,"N",0,"","",0,0,"",0,0,0
"OAN","FLEE","LOGIZE","","SMILE","MILE",0,"ILE",0,"LE",0,"","",0,0,"",0,0,0
"AN","ATTACKMYTARGET","GRY","E","","RASP",0,"ASP",0,"SP",0,"","",0,0,"",0,0,0
"","OOM","AGREE","","","",0,"P",0,"",0,"","",0,0,"",0,0,0
"HAIL","FOLLOW","AGREE","PITY","ITY","TY",0,"Y",0,"",0,"","",0,0,"",0,0,0
"AIL","WAIT","AGREE","GROWL","ROWL","OWL",0,"WL",0,"L",0,"","",0,0,"",0,0,0
"IL","HEALME","AGREE","","","",0,"",0,"BARK",0,"","",0,0,"",0,0,0
"L","OPENFIRE","IZE","","","",0,"ARK",0,"RK",0,"","",0,0,"",0,0,0
"","FLIRT","GIZE","K","","SCARED",0,"CARED",0,"ARED",0,"","",0,0,"",0,0,0
"HAPPY","JOKE","AGREE","RED","ED","D",0,"",0,"FLOP",0,"","",0,0,"",0,0,0
"G","GOLFCLAP","OLOGIZE","LOP","OP","P",0,"",0,"LOVE",0,"","",0,0,"",0,0,0
"LAUGH","WINK","","OVE","VE","E",0,"",0,"MOO",0,"","",0,0,"",0,0,0
"AUGH","PAT","","OO","O","",0,"COMMEND",0,"OMMEND",0,"","",0,0,"",0,0,0
"UGH","SERIOUS","","MMEND","MEND","END",0,"ND",0,"D",0,"","",0,0,"",0,0,0
"GH","MOUNTSPECIAL","MASSAGE","","","",0,"",0,"",0,"","",0,0,"",0,0,0
"H","GOODLUCK","","","TRAIN","RAIN",0,"AIN",0,"IN",0,"","",0,0,"",0,0,0
"","BLAME","IZE","N","","HELPME",0,"ELPME",0,"LPME",0,"","",0,0,"PME",0,0,0
"LAYDOWN","BLANK","","ME","E","",0,"INCOMING",0,"NCOMING",0,"","",0,0,"COMING",0,0,0
"AYDOWN","BRANDISH","","OMING","MING","ING",0,"NG",0,"G",0,"","CHARGE",0,0,"HARGE",0,0,0
"YDOWN","BREATH","","ARGE","RGE","GE",0,"E",0,"",0,"","",0,0,"",0,0,0
"DOWN","DISAGREE","GIGGLE","FLEE","LEE","EE",0,"E",0,"",0,"","",0,0,"",0,0,0
"OWN","DOUBT","GIGGLE","ATTACKMYTARGET","TTACKMYTARGET","TACKMYTARGET",0,"ACKMYTARGET",0,"CKMYTARGET",0,"","",0,0,"KMYTARGET",0,0,0
"WN","EMBARRASS","","MYTARGET","YTARGET","TARGET",0,"ARGET",0,"RGET",0,"","",0,0,"",0,0,0
"N","ENCOURAGE","","GET","ET","T",0,"",0,"OOM",0,"","",0,0,"OM",0,0,0
"","ENEMY","","M","","FOLLOW",0,"OLLOW",0,"LLOW",0,"","",0,0,"",0,0,0
"MASSAGE","EYEBROW","","LOW","OW","W",0,"",0,"WAIT",0,"AIT","IT",0,0,"T",0,0,0
"ASSAGE","TOAST","AMAZE","","HEALME","EALME",0,"ALME",0,"LME",0,"","",0,0,"",0,0,0
"SSAGE","FAIL","","ME","E","PENFIRE",0,"ENFIRE",0,"NFIRE",0,"","OPENFIRE",0,0,"",0,0,0
"SAGE","HIGHFIVE","","FIRE","IRE","RE",0,"E",0,"",0,"","",0,0,"FLIRT",0,0,0
"AGE","ABSENT","","LIRT","IRT","RT",0,"T",0,"",0,"","",0,0,"",0,0,0
"GE","ARM","","JOKE","OKE","KE",0,"RVOUS",0,"VOUS",0,"E","",0,0,"OUS",0,0,0
"E","AWE","","GOLFCLAP","OLFCLAP","LFCLAP",0,"FCLAP",0,"CLAP",0,"","",0,0,"",0,0,0
"","BACKPACK","","","","",0,"LAP",0,"AP",0,"","",0,0,"P",0,0,0
"MOAN","BADFEELING","","US","S","",0,"",0,"WINK",0,"","",0,0,"",0,0,0
"OAN","CHALLENGE","","INK","NK","K",0,"",0,"PAT",0,"","",0,0,"",0,0,0
"AN","CHUG","","AT","T","",0,"SERIOUS",0,"ERIOUS",0,"","",0,0,"RIOUS",0,0,0
"","DING","","UD","D","",0,"OUNTSPECIAL",0,"UNTSPECIAL",0,"","",0,0,"NTSPECIAL",0,0,0
