# fields=7
86,2074,0,0,0,0,0
87,2074,1033,0,1092707458,3073936548,0
88,2074,1767,0,1099300352,1057446802,0
89,2074,2500,0,1103492663,1070095967,0
90,2074,3333,0,0,0,0
135,2093,0,0,0,0,0
136,2093,4400,0,0,1116043341,0
137,2093,6167,0,0,1116043341,0
138,2093,9967,0,0,0,0
139,2093,11933,0,0,0,0
165,2565,0,0,0,0,0
166,2565,1333,3240191106,0,3073936548,0
167,2565,2800,3246784000,0,1057446802,0
168,2565,4233,3250976311,0,1070095967,0
169,2565,6633,0,0,0,0
42758,4170,0,0,0,0,164
42759,4170,5000,0,0,0,162
42760,4170,6100,906377149,3053860797,3219168468,162
42761,4170,6933,916964780,3064448428,3232081706,162
42762,4170,12867,906377149,3053860797,3261284036,162
42763,4170,13833,906377149,3053860797,3262079566,162
42764,4170,15000,906377149,3053860797,3262446126,164
42765,4170,20000,906377149,3053860797,3262446126,162
42766,4170,21333,0,0,3262076212,162
42767,4170,22233,0,0,3261264096,162
42768,4170,28133,0,0,3232230256,162
42769,4170,28800,0,0,3217744518,162
42770,4170,30033,0,0,0,162
42771,4171,0,0,0,0,164
42772,4171,5000,0,0,0,162
42773,4171,5900,0,0,1067040484,162
42774,4171,6667,0,0,1083577997,162
42775,4171,10567,0,910775196,1107440677,162
42776,4171,13100,0,910775196,1112923837,162
42777,4171,14067,0,910775196,1114527449,162
42778,4171,15000,0,910775196,1115029013,164
42779,4171,20000,0,910775196,1115029013,162
42780,4171,21000,0,910775196,1114518139,162
42781,4171,21800,0,910775196,1113135050,162
42782,4171,25267,0,910775196,1105780597,162
42783,4171,27933,0,0,1091138951,162
42784,4171,28967,0,0,1073478027,162
42785,4171,30000,0,0,0,162
227,4172,0,0,0,0,0
228,4172,5000,0,0,0,0
229,4172,6100,906377149,3053860797,3219168468,0
230,4172,6933,916964780,3064448428,3232081706,0
231,4172,12867,906377149,3053860797,3261284036,0
232,4172,13833,906377149,3053860797,3262079566,0
233,4172,15000,906377149,3053860797,3262446126,0
234,4172,20000,906377149,3053860797,3262446126,0
235,4172,21333,0,0,3262076212,0
236,4172,22233,0,0,3261264096,0
237,4172,28133,0,0,3232230256,0
238,4172,28800,0,0,3217744518,0
239,4172,30033,0,0,0,0
240,4173,0,0,0,0,0
241,4173,5000,0,0,0,0
242,4173,5900,0,0,1067040484,0
243,4173,6667,0,0,1083577997,0
244,4173,10567,3058258844,906377149,1107440677,0
245,4173,13100,3058258844,906377149,1112923837,0
246,4173,14067,3058258844,906377149,1114527449,0
247,4173,15000,3058258844,906377149,1115029013,0
248,4173,20000,3058258844,906377149,1115029013,0
