# fields=37 strings=0,2,3,4,5,6,7,12,13,14,15,16,17,18,19,22,23,24,25,26,28,31,32,33,34,35
"PLAYER, Human",4294967295,"","","","","","",0,0,0,0,"","","","","","","","PLAYER, Human",0,0,"SPIELER, Mensch","人类(玩家)","ИГРОК, Человек","JUGADOR, Humano","JOGADOR, Humano",4128894,"",0,0,"","","","","",4128876
"LAYER, Human",4294967295,"","","","","","",0,0,0,0,"","","","","","","","PLAYER, Orc",0,0,"SPIELER, Orc","兽人(玩家)","ИГРОК, Орк","JUGADOR, Orco","JOGADOR, Orco",4128894,"",0,0,"","","","","",4128876
"AYER, Human",4294967295,"","","","","","",0,0,0,0,"","","","","","","","PLAYER, Dwarf",0,0,"SPIELER, Zwerg","矮人(玩家)","ИГРОК, Дворф","JUGADOR, Enano","JOGADOR, Anão",4128894,"",0,0,"","","","","",4128876
"YER, Human",4294967295,"","","","","","",0,0,0,0,"","","","","","","","PLAYER, Night Elf",0,0,"SPIELER, Nachtelf","暗夜精灵(玩家)","ИГРОК, Ночной Эльф","JUGADOR, Elfo de la Noche","JOGADOR, Elfo Noturno",4128894,"",0,0,"","","","","",4128876
"ER, Human",4294967295,"","","","","","",0,0,0,0,"","","","","","","","PLAYER, Undead",0,0,"SPIELER, Untoter","亡灵(玩家)","ИГРОК, Нежить","JUGADOR, No-muerto","JOGADOR, Não-morto",4128894,"",0,0,"","","","","",4128878
"R, Human",4294967295,"","","","","","",0,0,0,0,"","","","","","","","PLAYER, Tauren ",0,0,"SPIELER, Tauren","牛头人(玩家)","ИГРОК, Таурен","JUGADOR, Tauren","JOGADOR, Tauren",4128894,"",0,0,"","","","","",4128876
", Human",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Creature",0,0,"Kreatur","生物","Существо","Criatura","Criatura",8323198,"",0,0,"","","","","",4128876
" Human",4294967295,"","","","","","",0,0,0,0,"","","","","","","","PLAYER, Gnome",0,0,"SPIELER, Gnom","侏儒(玩家)","ИГРОК, Гном","JUGADOR, Gnomo","JOGADOR, Gnomo",4128894,"",0,0,"","","","","",4128876
"Human",4294967295,"","","","","","",0,0,0,0,"","","","","","","","PLAYER, Troll",0,0,"SPIELER, Troll","巨魔(玩家)","ИГРОК, Тролль","JUGADOR, Trol","JOGADOR, Troll",4128894,"",0,0,"","","","","",4128876
"",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Monster",0,0,"Monster","怪物","Монстр","Monstruo","Monstro",8323198,"",0,0,"","","","","",4128876
"SPIELER, Mensch",4294967295,"ИГРОК, Таурен",", Undead","","","","",0,0,4294960796,4294925296,"","","","","","","","Defias Brotherhood",0,0,"Bruderschaft der Defias","迪菲亚兄弟会","Братство Справедливости","Hermandad Defias","Irmandade Défias",4128894,"The Defias Brotherhood is a criminal organization seeking to tear down the Stormwind ruling class and establish a new society through revolution. The Defias are not beyond working with dangerous beings to achieve their goals.",0,0,"Die Bruderschaft der Defias ist eine verbrecherische Organisation, die den Adel von Sturmwind stürzen und durch eine Revolution eine neue Ordnung errichten will. Um ihre Ziele zu erreichen, schreckt sie nicht davor zurück, mit gefährlichen Wesen zu paktieren.","迪菲亚兄弟会是一个犯罪组织，旨在通过革命推翻暴风城的统治阶级，并建立一个新的社会秩序。迪菲亚兄弟会为了实现自己的目标，不惜与危险的存在合作。","Братство Справедливости — преступная организация, стремящаяся свергнуть правящий класс Штормграда и построить новое общество через революцию. Они не гнушаются сотрудничеством с опасными силами ради достижения своей цели.","La Hermandad Defias es una organización criminal que busca derribar a la clase gobernante de Ventormenta y establecer una nueva sociedad a través de la revolución. Los Defias no dudan en trabajar con seres peligrosos para lograr sus objetivos.","A Irmandade Défias é uma organização criminosa que busca derrubar a classe dominante de Ventobravo e estabelecer uma nova sociedade por meio de uma revolução. Os Défias não hesitam em se aliar com seres perigosos para alcançar seus objetivos.",4128876
"PIELER, Mensch",4294967295,"�дливости","","","","","",0,0,4294925296,0,"","","","","","","","Riverpaw Gnolls",0,0,"Flusspfoten Gnolle","河爪豺狼人","Гноллы из стаи Речной Лапы","Gnolls Zarparrío","Gnolls Pata Molhada",4128894,"",0,0,"","","","","",4128876
"IELER, Mensch",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Gnoll - Redridge",0,0,"Gnoll - Rotkamm","赤脊山豺狼人","Гнолл Красногорья","Gnoll: Crestagrana","Gnoll - Cristarrubra",4128894,"",0,0,"","","","","",4128876
"ELER, Mensch",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Gnoll - Shadowhide",0,0,"Gnoll - Schattenfell","暗皮豺狼人","Гнолл из стаи Темношкуров","Gnoll: Pielsombra","Gnoll - Umbrapele",4128894,"",0,0,"","","","","",4128876
"LER, Mensch",4294967295,"�дливости","","","","","",0,0,0,0,"","","","","","","","Murloc",0,0,"Murloc","鱼人","Мурлок","Múrloc","Murloc",8323198,"",0,0,"","","","","",4128876
"ER, Mensch",4294967295,"�дливости","","","","","",0,0,4294925296,0,"","","","","","","","Undead",0,0,"Untoter","亡灵(天灾军团)","Нежить","No-muerto","Morto-Vivo",8323198,"Undead",0,0,"Untote","亡灵","Нежить","No-Muertos","Mortos-Vivos",4128876
"R, Mensch",1,", Gnomo","ф","","","","",0,0,500,3500,"","","","","","","OR, Orco","Booty Bay",0,0,"Beutebucht","藏宝海湾","Пиратская Бухта","Bahía del Botín","Angra do Butim",4128894,"This booming coastal city is run by Baron Revilgaz of the Blackwater Raiders.  Mortal enemies of the Bloodsail Buccaneers and part of the Steamwheedle Cartel.",0,0,"Diese florierende Küstenstadt wird von Baron Revilgaz von den Schwarzmeerpiraten regiert. Sie ist Teil des Dampfdüsenkartells und Todfeind der Blutsegelbukaniere.","一个由黑水海盗的头目，大财主里维加兹经营的繁荣的海港城市。它也是热砂财团的一部分，主要仇敌是血帆海盗。","В этом процветающем приморском городе правит Барон Ревилгаз, разбойник Черноводья. Город входит в Картель Хитрой Шестеренки и ведет войну с Кровавым Парусом.","Esta próspera ciudad costera está gobernada por el Barón Revilgaz de los Asaltantes Aguasnegras. Enemigos mortales de los Bucaneros Velasangre y parte del Cártel Bonvapor.","Esta próspera cidade costeira é governada pelo Barão Revilgaz dos Piratas da Aguanegra. Inimigos mortais dos Bucaneiros da Vela Sangrenta e parte do Cartel Bondebico.",4128894
", Mensch",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Beast - Spider",0,0,"Wildtier - Spinne","野兽 - 蜘蛛","Животное: Паук","Bestia: Araña","Fera - Aranha",4128894,"",0,0,"","","","","",4128876
" Mensch",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Beast - Boar",0,0,"Wildtier - Eber","野兽 - 野猪","Животное: Кабан","Bestia: Jabalí","Fera - Javali",4128894,"",0,0,"","","","","",4128876
"Mensch",4294967295,"�дливости","","","","","",0,0,4294925296,0,"","","","","","","","Worgen",0,0,"Worgen","狼人","Ворген","Huargen","Worgen",8323198,"The Worgen are mysterious beings summoned from another dimension. Their intentions and purpose is unknown.",0,0,"Die Worgen sind geheimnisvolle Wesen aus einer fremden Dimension. Ihre Absichten und ihr Ziel bleiben im Verborgenen.","狼人是从另一个维度召唤而来的神秘存在。它们的意图和目的至今仍然未知。","The Worgen are mysterious beings summoned from another dimension. Their intentions and purpose is unknown.","Los Worgen son seres misteriosos convocados desde otra dimensión. Sus intenciones y propósito son desconocidos.","Os Worgen são seres misteriosos summonados de outra dimensão. Suas intenções e propósito são desconhecidos.",4128876
"ensch",4294967295,"�дливости","","","","","",0,0,0,0,"","","","","","","","Kobold",0,0,"Kobold","狗头人","Кобольд","Kóbold","Kobold",8323198,"",0,0,"","","","","",4128876
"nsch",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Troll, Bloodscalp",0,0,"Troll - Blutskalpe","血顶巨魔","Тролль: Кровавый Скальп","Trol, Sangrapellejo","Troll, Sanguescalpo",4128894,"",0,0,"","","","","",4128876
"sch",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Troll, Skullsplitter",0,0,"Troll - Schädelspalter","劈颅巨魔","Тролль: Дробители Черепов","Trol, Machacacráneos","Troll, Rachacrânio",4128894,"",0,0,"","","","","",4128876
"ch",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Prey",0,0,"Beute","猎物","Добыча","Presa","Presa",8323198,"",0,0,"","","","","",4128876
"h",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Beast - Wolf",0,0,"Wildtier - Wolf","野兽 - 狼","Животное: Волк","Bestia: Lobo","Fera - Lobo",4128894,"",0,0,"","","","","",4128876
"",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Defias Brotherhood Traitor",0,0,"Verräter der Defias","迪菲亚兄弟会叛徒","Предатель Братства Справедливости","Traidor de la Hermandad Defias","Traidor da Irmandade Défias",4128894,"",0,0,"","","","","",4128876
"人类(玩家)",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Friendly",0,0,"Freundlich","友方","Дружественный","Amistoso","Amigável",8323198,"",0,0,"","","","","",4128876
"��类(玩家)",4294967295,"","","","","","",0,0,0,0,"","","","","","","","Trogg",0,0,"Trogg","穴居人","Трогг","Trogg","Trogg",8323198,"",0,0,"","","","","",4128876
