# fields=21
26,41,0,1,11069,12338,12339,12340,12341,0,0,0,0,0,0,0,0,0,0,0,0
30,41,0,2,11103,12357,12358,12359,12360,0,0,0,0,0,0,0,0,0,0,0,0
34,41,1,0,11119,11120,12846,12847,12848,0,0,0,0,0,0,0,0,0,0,0,0
28,41,1,1,11100,12353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,41,1,2,11078,11080,12342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,41,2,0,18459,18460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,41,2,1,11108,12349,12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,41,2,2,11366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,41,2,3,11083,12351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,41,3,0,11095,12872,12873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,41,3,1,11094,13043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,41,3,3,29074,29075,29076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,41,4,0,31638,31639,31640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,41,4,1,11115,11367,11368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,41,4,2,11113,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0
1731,41,5,0,31641,31642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,41,5,2,11124,12378,12398,12399,12400,0,0,0,0,0,0,0,0,0,0,0,0
1733,41,6,0,34293,34295,34296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,41,6,1,11129,0,0,0,0,0,0,0,0,33,0,0,2,0,0,1,0
1732,41,6,2,31679,31680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,41,7,2,31656,31657,31658,31659,31660,0,0,0,0,0,0,0,0,0,0,0,0
1735,41,8,1,31661,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0
70,61,0,0,11189,28332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,61,0,1,11070,12473,16763,16765,16766,0,0,0,0,0,0,0,0,0,0,0,0
1649,61,0,2,29438,29439,29440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,61,1,0,11207,12672,15047,15052,15053,0,0,0,0,0,0,0,0,0,0,0,0
38,61,1,1,11071,12496,12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,61,1,2,11165,12475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,61,1,3,11175,12569,12571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,2,0,11151,12952,12953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,61,2,1,12472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,61,2,3,11185,12487,12488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,61,3,0,16757,16758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,61,3,1,11160,12518,12519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,61,3,2,11170,12982,12983,12984,12985,0,0,0,0,62,0,0,1,0,0,0,0
1736,61,4,0,31667,31668,31669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,61,4,1,11958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,61,4,2,11190,12489,12490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,61,5,0,31670,31672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,61,5,2,11180,28592,28593,28594,28595,0,0,0,0,0,0,0,0,0,0,0,0
71,61,6,1,11426,0,0,0,0,0,0,0,0,72,0,0,0,0,0,1,0
1738,61,6,2,31674,31675,31676,31677,31678,0,0,0,0,0,0,0,0,0,0,0,0
1740,61,7,1,31682,31683,31684,31685,31686,0,0,0,0,0,0,0,0,0,0,0,0
1741,61,8,1,31687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,81,0,0,11210,12592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,81,0,1,11222,12839,12840,12841,12842,0,0,0,0,0,0,0,0,0,0,0,0
80,81,0,2,11237,12463,12464,16769,16770,0,0,0,0,0,0,0,0,0,0,0,0
78,81,1,0,6057,6085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,81,1,1,29441,29444,29445,29446,29447,0,0,0,0,0,0,0,0,0,0,0,0
75,81,1,2,11213,12574,12575,12576,12577,0,0,0,0,0,0,0,0,0,0,0,0
82,81,2,0,11247,12606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,2,1,11242,12467,12469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,81,2,3,28574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,81,3,0,11252,12605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,81,3,1,11255,12598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,81,3,3,18462,18463,18464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,81,4,0,31569,31570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,81,4,1,12043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77,81,4,3,11232,12500,12501,12502,12503,0,0,0,0,0,0,0,0,0,0,0,0
1726,81,5,0,31574,31575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,81,5,1,15058,15059,15060,0,0,0,0,0,0,86,0,0,0,0,0,0,0
1725,81,5,2,31571,31572,31573,0,0,0,0,0,0,75,0,0,4,0,0,0,0
1727,81,6,0,31579,31582,31583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,81,6,1,12042,0,0,0,0,0,0,0,0,421,0,0,2,0,0,1,0
1826,81,6,2,35578,35581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
