# fields=12
1,0,0,0,0,0,0,12,13,10,13,4
2,0,1226141696,0,1232322560,1184235520,1187645952,14,15,494,15,4
3,0,1227785120,0,1232144976,1180274688,1184285696,16,15,496,15,4
4,0,1225272320,0,1231815680,1186201600,1189150720,17,18,497,18,4
5,0,1227315200,3274768384,1232184320,1177451520,1182771200,19,20,463,20,4
6,0,1227948880,0,1232687280,1180272640,1184797696,21,22,454,22,4
7,0,1226797200,0,1230707168,1186576896,1189402112,23,24,456,24,4
8,0,1225333760,0,1232384000,1187676160,1190625280,17,25,497,25,4
9,0,1226178560,0,1233491968,1199112192,1200422912,26,27,409,27,4
10,0,1227714560,1175453696,1230172160,1178921984,1184670720,28,24,493,24,4
11,0,1226657200,0,1228007184,1181341696,1191867904,29,13,499,13,4
12,0,1227933552,0,1227031936,1180132352,1194791936,30,31,10,31,4
13,0,1226728080,3284303872,1226239616,1184081920,1196837120,32,33,10,33,4
14,0,1228492428,1145865592,1232155177,1188117504,1190133760,16,15,496,15,4
15,0,1226685440,3312451584,1232307200,1186693120,1190614016,14,15,494,15,4
16,0,1227009158,1182080913,1229151483,1192003381,1193984212,34,35,406,35,2
17,0,1227343888,1158844416,1232526752,1177350144,1180980224,19,20,463,20,4
18,0,1226977280,0,1232061440,1171390464,1173356544,14,15,494,15,4
19,0,1227589920,0,1233114464,1180534784,1184162304,36,37,36,37,4
20,0,1227659264,0,1230774272,1187381248,1189740544,23,24,456,24,4
21,0,1228328960,0,1230055424,1187144704,1189740544,28,24,493,24,4
22,0,1226166224,1174700032,1229225120,1187985408,1190620160,34,35,406,35,2
23,0,1225908224,1171783680,1229815808,1184235520,1185021952,34,35,406,35,2
24,0,1226313728,1168637952,1229520896,1185021952,1186988032,34,35,406,35,2
25,0,1227807906,1168637952,1229508608,1176850432,1186201600,38,39,470,39,4
26,0,1228144640,0,1229262848,1186988032,1192820736,38,39,470,39,4
27,0,1226153984,0,1224499200,1191867904,1196034560,40,39,407,39,4
28,0,1225384800,0,1226018816,1189251072,1199545600,41,42,472,42,4
29,0,1225330688,0,1224949760,1184034816,1189852672,40,43,407,43,4
30,0,1227884464,0,1225110832,1181263872,1186100736,44,45,457,45,4
31,0,1227099008,0,1225209024,1189340160,1192674560,46,45,473,45,4
32,0,1227123552,0,1224306720,1176098816,1185496064,47,45,473,45,4
33,0,1227616256,0,1224790016,1178518528,1182874624,48,45,457,45,4
34,0,1227228432,1145028608,1225625600,1157521408,1162883072,49,45,473,45,4
35,0,1227672192,0,1225555536,1178115072,1185899008,50,45,473,45,4
36,0,1227683840,0,1226117120,1183633408,1190454784,51,45,10,45,4
37,0,1228408832,0,1226024960,1186642944,1193125632,51,52,10,52,4
38,0,1228486560,0,1225702304,1174835200,1178053632,53,24,10,24,4
39,0,1225897696,0,1233785624,1168863232,1174443008,26,27,409,27,4
40,0,1225965200,1154473984,1232125648,1151328256,1160474624,54,27,494,27,4
41,0,1226435008,0,1232198912,1167257600,1175244800,55,27,469,27,4
42,0,1228657536,0,1224627808,1194590208,1198029056,56,37,444,37,4
43,0,1228340032,1168171008,1224749792,1171886080,1176395776,57,37,457,37,4
44,0,1226459424,0,1225848848,1175646208,1183232512,427,45,422,45,2
45,0,1226899056,0,1227369008,1166454784,1186843648,30,45,10,45,4
46,0,1228301728,1168623616,1224116128,1174486016,1180938240,59,33,457,33,4
47,0,1229332640,1164947456,1224503104,1171070976,1177309184,57,31,457,31,4
48,0,1228152736,1168623616,1223183424,1181745152,1184689152,60,45,60,45,4
49,0,1228046480,1166071808,1223174912,1158467584,1169727488,61,45,61,45,4
50,0,1227148096,1157455872,1230945360,1175291904,1178518528,23,45,456,45,4
51,0,1225862752,1161170944,1231063248,1158918144,1161703424,62,24,10,24,4
52,0,1225820928,1159696384,1231020144,1158475776,1162457088,62,24,10,24,4
53,0,1226681744,1158664192,1224816288,1175695360,1180938240,40,24,407,24,4
54,0,1205927936,0,1233491968,1202777216,1203382144,12,63,10,63,4
55,0,1225916448,3304464384,1226999328,1175888896,1178813440,64,13,10,13,4
56,0,1225858720,1169967104,1226944480,1162145792,1168113664,65,66,10,66,4
57,0,1227099008,0,1233063520,1177309184,1185496064,67,66,10,66,4
58,0,1227737184,0,1228105360,1181745152,1195296000,29,37,499,37,4
59,0,1210526656,3320031232,1233650640,1169727488,1174557696,68,27,10,27,4
60,0,1209996608,3322139648,1233658992,1168672768,1174561792,69,13,10,13,4
61,0,1227080000,1170614272,1226181040,1164685312,1169002496,70,71,10,71,4
62,0,1227933200,0,1224110368,1175847936,1181745152,59,13,457,13,4
63,0,1228473552,1171765248,1226411744,1173760000,1176905728,72,52,10,52,4
64,0,1227710912,0,1232498976,1169428480,1175291904,21,45,454,45,4
65,0,1228147552,1154801664,1232501504,1166712832,1174486016,21,45,454,45,4
66,0,1227907856,1148796928,1232399648,1162145792,1172953088,21,22,454,22,4
67,0,1228011792,3278962688,1233007168,1170534400,1177712640,21,22,454,22,4
68,0,1228031728,0,1231983520,1168920576,1174889472,16,22,496,22,4
69,0,1227813120,1168771072,1232647408,1153753088,1160531968,74,15,74,15,4
70,0,1234183168,0,1234183168,1186302464,1191464704,75,15,10,15,4
71,0,1227530464,1165832192,1232253520,1158467584,1163907072,76,22,465,22,4
72,0,1227125280,1173121024,1230083392,1180132352,1184837632,77,78,471,78,4
73,0,1226657200,1174656000,1230068992,1178518528,1183734272,77,24,471,24,4
74,0,1227317040,1179015168,1230388656,1154048000,1163759616,77,24,471,24,4
75,0,1227400688,1176329216,1229833104,1160531968,1167306752,77,24,471,24,4
76,0,1226755376,1180940288,1230338992,1172146176,1177309184,77,24,471,24,4
77,0,1225845536,0,1231247936,1181420544,1183525888,79,24,578,24,3
78,0,1227227504,1166395392,1230560704,1174889472,1178518528,23,13,456,13,4
79,0,1228583024,1166292992,1223744128,1166786560,1168629760,80,24,10,24,3
80,0,1228989360,1164414976,1223672000,1174889472,1176098816,81,13,10,13,4
81,0,1228313600,1161850880,1225327712,1166848000,1173409792,82,37,444,37,4
82,509,0,0,0,0,0,394,391,8,11,3
83,469,0,0,0,0,0,85,86,10,11,5
84,269,0,0,0,0,0,87,88,10,11,4
85,269,1219446752,0,1227253760,1184235520,1189150720,89,90,89,90,4
86,269,1225725616,3301515264,1224889936,1182226432,1196304128,91,92,91,92,4
87,269,1225920832,0,1223963104,1180938240,1182874624,93,94,10,11,4
88,269,1225517968,1150377984,1224194464,1179572224,1181341696,93,94,10,11,4
89,269,1225235296,0,1224407680,1178336256,1180203008,93,94,10,11,4
90,269,1224963216,0,1224796160,1177736192,1180132352,93,94,10,11,4
91,269,1225061168,0,1225153600,1177340928,1179806720,93,94,10,11,4
92,269,1225492624,0,1225452176,1184285696,1185496064,93,94,10,11,4
93,269,1226072720,0,1225518544,1183479296,1184689152,93,94,10,11,4
94,269,1226340624,0,1225184480,1179800576,1182148608,93,94,10,11,4
95,269,1226387200,0,1224742656,1181341696,1183277568,93,94,10,11,4
96,269,1226166288,0,1224404928,1180534784,1183075840,93,95,10,11,4
97,36,0,0,0,0,0,96,97,10,11,4
98,36,1225272320,0,1231815680,1186201600,1189150720,98,99,10,11,4
99,36,1226485760,0,1226319872,1195769856,1199308800,100,101,10,11,4
100,451,0,0,0,0,0,102,103,10,11,3
101,451,1226141696,0,1232322560,1184235520,1187645952,104,105,10,11,3
102,451,1227785120,0,1232144976,1180274688,1184285696,106,105,10,11,4
103,451,1225272320,0,1231815680,1186201600,1189150720,107,108,10,11,4
104,451,1227315200,3274768384,1232184320,1177451520,1182771200,109,110,10,11,4
105,451,1227948880,0,1232687280,1180272640,1184797696,111,112,10,11,5
106,451,1226797200,0,1230707168,1186576896,1189402112,113,114,10,11,3
107,451,1225333760,0,1232384000,1187676160,1190625280,107,115,10,11,4
108,451,1226178560,0,1233491968,1199112192,1200422912,116,117,10,11,4
109,451,1227714560,1175453696,1230172160,1178921984,1184670720,118,114,10,11,5
110,451,1226657200,0,1228007184,1181341696,1191867904,119,103,10,11,5
111,451,1227933552,0,1227031936,1180132352,1194791936,120,121,10,11,5
112,451,1226728080,3284303872,1226239616,1184081920,1196837120,122,123,10,11,5
113,451,1228500624,0,1232122880,1188117504,1190133760,106,105,10,11,4
114,451,1226685440,3312451584,1232307200,1186693120,1190614016,104,105,10,11,3
115,451,1226976288,1159901184,1229087184,1185899008,1194993408,124,125,10,11,2
116,451,1227343888,1158844416,1232526752,1177350144,1180980224,109,110,10,11,4
117,451,1226977280,0,1232061440,1171390464,1173356544,104,105,10,11,3
