# fields=6
21,1,0,0,0,1
22,1,0,1,2,0
23,1,0,2,3,0
24,1,0,3,4,0
25,1,0,4,5,0
26,1,0,5,6,0
27,1,0,6,7,0
28,1,0,7,8,0
29,1,0,8,9,0
30,1,0,9,10,0
31,1,0,10,11,0
32,1,0,11,12,0
33,1,0,12,13,0
34,1,0,13,14,0
35,1,0,14,15,0
36,1,0,15,16,0
37,1,0,16,17,0
38,1,1,0,2,0
39,1,1,1,3,0
40,1,1,2,4,0
41,1,1,3,5,0
42,1,1,4,6,0
43,1,1,5,7,0
44,1,1,6,8,0
45,1,1,7,9,0
46,1,1,8,10,0
47,1,1,9,11,0
48,1,1,10,12,0
49,1,1,11,13,0
50,1,1,12,14,0
51,1,1,13,15,0
52,1,1,14,16,0
53,1,1,15,17,0
54,1,1,16,18,0
55,1,1,17,19,0
56,1,1,18,20,0
57,1,1,19,21,0
58,1,1,20,22,0
59,1,1,21,23,0
60,1,1,22,24,0
61,1,1,23,25,0
62,1,1,24,26,0
63,1,1,25,27,0
64,2,0,0,0,1
65,2,0,1,2,0
66,2,0,2,3,0
67,2,0,3,4,0
68,2,0,4,5,0
69,2,0,5,6,0
70,2,0,6,7,0
71,2,0,7,8,0
72,2,0,8,9,0
73,2,0,9,10,0
74,2,0,10,11,0
75,2,0,11,12,0
76,2,0,12,13,0
77,2,1,0,2,0
78,2,1,1,3,0
79,2,1,2,4,0
80,2,1,3,5,0
81,2,1,4,6,0
82,2,1,5,7,0
83,2,1,6,8,0
84,2,1,7,0,1
85,2,1,8,9,0
86,2,1,9,10,0
87,2,1,10,11,0
88,2,1,11,12,0
89,2,1,12,13,0
90,2,1,13,14,0
91,6,0,0,2,0
92,6,0,1,3,0
93,6,0,2,4,0
94,6,0,3,5,0
95,6,0,4,6,0
96,6,0,5,7,0
97,6,0,6,8,0
98,6,0,7,9,0
99,6,0,8,10,0
100,6,0,9,11,0
101,6,0,10,12,0
102,6,0,11,13,0
103,6,0,12,14,0
104,6,1,0,2,0
105,6,1,1,3,0
106,6,1,2,4,0
107,6,1,3,5,0
108,6,1,4,6,0
109,6,1,5,7,0
110,6,1,6,8,0
111,6,1,7,9,0
112,6,1,8,10,0
113,6,1,9,11,0
114,6,1,10,12,0
115,6,1,11,13,0
116,3,0,0,0,1
117,3,0,1,2,0
118,3,0,2,3,0
119,3,0,3,4,0
120,3,0,4,5,0
121,3,0,5,6,0
122,3,0,6,7,0
123,3,0,7,8,0
124,3,0,8,9,0
125,3,0,9,10,0
126,3,0,10,11,0
127,3,0,11,12,0
128,3,0,12,13,0
129,3,0,13,14,0
130,3,0,14,15,0
131,3,0,15,16,0
132,3,0,16,17,0
133,3,1,0,2,0
134,3,1,1,3,0
135,3,1,2,4,0
136,3,1,3,5,0
137,3,1,4,6,0
138,3,1,5,7,0
139,3,1,6,8,0
140,3,1,7,9,0
141,3,1,8,10,0
142,3,1,9,11,0
143,3,1,10,12,0
144,3,1,11,13,0
145,3,1,12,14,0
146,3,1,13,15,0
147,3,1,14,16,0
148,3,1,15,17,0
149,3,1,16,18,0
150,3,1,17,19,0
151,3,1,18,20,0
152,4,0,0,2,0
153,4,0,1,3,0
154,4,0,2,4,0
155,4,0,3,5,0
156,4,0,4,6,0
157,4,0,5,7,0
158,4,0,6,8,0
159,4,0,7,9,0
160,4,0,8,10,0
161,4,0,9,11,0
162,4,0,10,12,0
163,4,0,11,13,0
164,4,1,0,2,0
165,4,1,1,3,0
166,4,1,2,4,0
167,4,1,3,5,0
168,4,1,4,6,0
169,4,1,5,7,0
170,4,1,6,8,0
171,4,1,7,9,0
172,4,1,8,10,0
173,4,1,9,11,0
174,4,1,10,12,0
175,4,1,11,13,0
176,5,0,0,0,1
177,5,0,1,2,0
178,5,0,2,3,0
179,5,0,3,4,0
180,5,0,4,5,0
181,5,0,5,6,0
182,5,0,6,7,0
183,5,0,7,8,0
184,5,0,8,9,0
185,5,0,9,10,0
186,5,0,10,11,0
187,5,0,11,12,0
188,5,0,12,13,0
189,5,0,13,14,0
190,5,0,14,15,0
191,5,0,15,16,0
192,5,1,0,2,0
193,5,1,1,3,0
194,5,1,2,4,0
195,5,1,3,5,0
196,5,1,4,6,0
197,5,1,5,7,0
198,5,1,6,8,0
199,5,1,7,9,0
200,5,1,8,10,0
201,5,1,9,11,0
202,5,1,10,12,0
203,5,1,11,13,0
204,5,1,12,14,0
205,5,1,13,15,0
206,5,1,14,16,0
207,5,1,15,17,0
208,5,1,16,18,0
209,7,0,0,0,1
210,7,0,1,2,0
211,7,0,2,3,0
212,7,0,3,4,0
213,7,0,4,5,0
214,7,0,5,6,0
215,7,0,6,7,0
216,7,0,7,8,0
217,7,0,8,9,0
218,7,0,9,10,0
219,7,0,10,11,0
220,7,0,11,12,0
221,7,1,0,2,0
222,7,1,1,3,0
223,7,1,2,4,0
224,7,1,3,5,0
225,7,1,4,6,0
226,7,1,5,7,0
227,7,1,6,8,0
228,7,1,7,9,0
229,7,1,8,10,0
230,7,1,9,11,0
231,7,1,10,12,0
232,7,1,11,13,0
233,8,0,0,0,0
234,8,0,1,2,0
235,8,0,2,3,0
236,8,0,3,4,0
237,8,0,4,5,0
238,8,0,5,6,0
239,8,0,6,7,0
240,8,0,7,8,1
241,8,0,8,9,1
242,8,0,9,10,1
243,8,1,0,2,0
244,8,1,1,3,0
245,8,1,3,5,0
246,8,1,2,4,0
247,8,1,4,6,0
248,8,1,5,7,0
249,8,1,6,8,0
250,8,1,7,9,0
251,8,1,8,10,0
252,8,1,9,11,0
253,9,0,0,0,1
254,9,0,1,2,0
255,9,0,2,3,0
256,9,0,3,5,0
257,9,0,4,6,0
258,9,0,5,7,0
259,9,0,6,9,0
260,9,0,7,10,0
261,9,0,8,12,0
262,9,0,9,14,0
263,9,0,10,15,0
264,9,0,11,18,0
265,9,0,12,19,0
