# fields=9
1,6,0,0,3322564258,1140410017,1121878802,0,0
2,6,1,0,3322566417,1140345071,1121912750,0,0
3,6,2,0,3322582434,1140010926,1122557349,0,0
4,6,3,0,3322652646,1138743565,1123300226,0,0
5,6,4,0,3322742316,1140513840,1123300226,0,0
6,6,5,0,3322828692,1139590650,1125449020,0,0
7,6,6,0,3322969554,1136562799,1125655681,0,0
8,6,7,0,3323052797,1138289181,1124244862,0,0
9,6,8,0,3323105328,1138246700,1117525140,0,0
10,6,9,0,3323178373,1136738966,1113831168,0,0
11,6,10,0,3323253379,1136134318,1112914020,0,0
12,6,11,0,3323331720,1137427743,1112663982,0,0
13,6,12,0,3323418793,1139467908,1109580062,0,0
14,6,13,0,3323468413,1141508733,1109215973,0,0
15,6,14,0,3323476751,1142642318,1108849417,0,0
16,6,15,0,3323526050,1142965063,1110540186,0,0
17,6,16,0,3323584248,1142829638,1110480965,0,0
18,6,17,0,3323680720,1142863022,1110528266,0,0
19,6,18,0,3323740631,1143794989,1108934585,0,0
20,6,19,0,3323775631,1145364370,1106928001,0,0
21,6,20,0,3323795907,1146764413,1110096612,0,0
22,6,21,0,3323882865,1147727243,1111211589,0,0
23,6,22,0,3324001393,1148621151,1109280217,0,0
24,6,23,0,3324058194,1149619790,1112500158,0,0
25,6,24,0,3324113152,1149963452,1110262546,0,0
26,6,25,0,3324241562,1149865787,1114493011,0,0
27,6,26,0,3324342600,1149664289,1111235268,0,0
28,6,27,0,3324384328,1149365830,1108857148,0,0
29,7,0,0,3324383785,1149370933,1108107369,0,0
30,7,1,0,3324383150,1149399474,1108166328,0,0
31,7,2,0,3324379453,1149496287,1108778253,0,0
32,7,3,0,3324364759,1149843685,1110193689,0,0
33,7,4,0,3324256758,1150212301,1112563395,0,0
34,7,5,0,3324174510,1149600637,1114367648,0,0
35,7,6,0,3324056115,1149426516,1114197907,0,0
36,7,7,0,3323955876,1147716321,1114221977,0,0
37,7,8,0,3323929303,1145763031,1110393254,0,0
38,7,9,0,3323942728,1142856429,1106287924,0,0
39,7,10,0,3323918684,1141551604,1105808762,0,0
40,7,11,0,3323842816,1140871220,1107381500,0,0
41,7,12,0,3323685772,1140673701,1108690563,0,0
42,7,13,0,3323618763,1141052516,1108731363,0,0
43,7,14,0,3323550418,1141038766,1108757837,0,0
44,7,15,0,3323490997,1141325652,1110413185,0,0
45,7,16,0,3323443189,1140934600,1110857113,0,0
46,7,17,0,3323423238,1139309429,1109531865,0,0
47,7,18,0,3323330051,1137395411,1110584192,0,0
48,7,19,0,3323263163,1136091958,1114733064,0,0
49,7,20,0,3323194136,1136322940,1114720043,0,0
50,7,21,0,3323105794,1138263287,1117331170,0,0
51,7,22,0,3323002429,1137902390,1126125109,0,0
52,7,23,0,3322846462,1132895866,1126346477,0,0
53,7,24,0,3322756539,1136577616,1125245112,0,0
54,7,25,0,3322632474,1137937678,1124375259,0,0
55,7,26,0,3322545320,1139794330,1121988850,0,0
56,8,0,0,3323160504,3305892901,1116560432,0,0
57,8,1,0,3323162790,3305898422,1116665157,0,0
58,8,2,0,3323172327,3305914499,1117056650,0,0
59,8,3,0,3323198796,3305942315,1118006508,0,0
60,8,4,0,3323236299,3305917805,1120098206,0,0
61,8,5,0,3323273084,3305725424,1120658850,0,0
62,8,6,0,3323337092,3305267421,1117472351,0,0
63,8,7,0,3323284481,3304720818,1117797306,0,0
64,8,8,0,3323364298,3303700218,1118331993,0,0
65,8,9,0,3323356245,3302832423,1121642794,0,0
66,8,10,0,3323425800,3301328380,1124310568,0,0
67,8,11,0,3323541215,3299999941,1121964419,0,0
68,8,12,0,3323407358,3299040567,1122890141,0,0
69,8,13,0,3323305279,3297984291,1124125986,0,0
70,8,14,0,3323216111,3295401555,1125263658,0,0
71,8,15,0,3323176478,3291847125,1125803131,0,0
72,8,16,0,3323215688,3285558870,1124574560,0,0
73,8,17,0,3323221373,3273551800,1125257996,0,0
74,8,18,0,3322963575,1081916531,1127050222,0,0
75,8,19,0,3322852577,1132946634,1126243769,0,0
76,8,20,0,3322758090,1136597415,1125870941,0,0
77,8,21,0,3322631353,1137669453,1124474834,0,0
78,8,22,0,3322546940,1139757413,1122136975,0,0
79,9,0,0,3322563614,1140377915,1121890062,0,0
80,9,1,0,3322565677,1140325214,1121890756,0,0
81,9,2,0,3322583285,1139905121,1122470973,0,0
82,9,3,0,3322638073,1138798238,1124164410,0,0
