# fields=25 strings=0,1,2,3,4,5,6,7,8,9,11,14,15,16,17,18,20,24
"Дун Морог"," Sorrows",""," das Mágoas","�ste","","","�","Печали","",0,"Programmer Isle",0,0,"Programmierer-Insel","程序员岛","Остров Программиста","Isla del Programador","Ilha do Programador",8323198,"",0,0,0,""
"�ун Морог","","丹莫罗","nd","�ste","","","ог","","",0,"Northshire River",0,0,"Der Nordhain","北郡河","Река Североземья","Río Villanorte","Rio Northshire",4128894,"",0,0,0,""
"ун Морог","","丹莫罗","d","�ste","��","","ог","Dun Morogh","e",0,"Northshire Abbey",0,0,"Abtei von Nordhain","北郡修道院","Аббатство Североземья","Abadía de Villanorte","Abadia Northshire",4128894,"",0,0,0,""
"�н Морог","","","","�ste","","","ore","h","",0,"Blackrock Mountain",0,0,"Der Schwarzfels","黑石山","Черная Гора","Montaña Roca Negra","Montanha Rocha Negra",4128894,"",0,0,0,""
"н Морог","","Longshore","","�ste","","","","rogh","",0,"Lighthouse",0,0,"Leuchtturm","灯塔","Маяк","Faro","Faro",4128894,"",0,0,0,""
" Морог","","","荒芜之地","�ste","","","г","os","",0,"Western Plaguelands",0,0,"Westliche Pestländer","西瘟疫之地","Западные Чумные Земли","Tierras de la Peste del Oeste","Terras Pestilentas Ocidentais",8323198,"",0,0,0,""
"�орог","","","��芜之地","�ste","","","","","",0,"Nine",0,0,"Nine","第九区","Девять","Nueve","Nove",8323198,"",0,0,0,""
"�рог","","h","�芜之地","�ste","","","","un Morogh","",0,"The Cemetary",0,0,"Der Friedhof","大墓地","Кладбище","El Cementerio","O Cemitério",8323198,"",0,0,0,""
"рог","","","芜之地","�ste","","","�рог","n Morogh","",0,"Stranglethorn Vale",0,0,"Schlingendorntal","荆棘谷","Тернистая Долина","Vega de Tuercespina","Selva do Espinhaço",4128894,"",0,0,0,""
"�ог","","丹莫罗","��之地","�ste","","","ог","Dun Morogh","",0,"Echo Ridge Mine",0,0,"Echokammmine","回音山矿洞","Рудник Горного Эха","Mina del Eco","Mina da Serra do Eco",4128894,"",0,0,0,""
"ог","","рог","�之地","�ste","","","","n Morogh","",42,"Booty Bay",0,0,"Beutebucht","藏宝海湾","Пиратская Бухта","Bahía del Botín","Angra do Butim",4128894,"",0,0,0,""
"�г","","","之地","�ste","","","орог","Dun Morogh","",0,"Alterac Mountains",0,0,"Alteracgebirge","奥特兰克山脉","Альтеракские Горы","Montañas de Alterac","Montanhas de Alterac",4128894,"",0,0,0,""
"г","","рог","��地","�ste","","","","n Morogh","",36,"Lake Nazferiti",0,0,"Der Nazferitisee","纳菲瑞提湖","Озеро Назферити","Lago Nazferiti","Lago Nazferiti",8323198,"",0,0,0,""
"�","","","�地","�ste","","","орог","Dun Morogh","",0,"Loch Modan",0,0,"Loch Modan","洛克莫丹","Лок Модан","Loch Modan","Loch Modan",4128894,"un Morogh",0,0,0,""
"Longshore","","","地","�ste","","","re","gh","",0,"Westfall",0,0,"Westfall","西部荒野","Западный Край","Páramos de Poniente","Cerro Oeste",4128894,"un Morogh",0,0,0,""
"ongshore","","","oas","�ste","","","","un Morogh","",0,"Deadwind Pass",0,0,"Gebirgspass der Totenwinde","逆风小径","Перевал Мертвого Ветра","Paso de la Muerte","Trilha do Vento Morto",8323198,"",0,0,0,""
"ngshore","","h","��","�ste","","","","un Morogh","",25,"Darkshire",0,0,"Dunkelhain","夜色镇","Темнолесье","Villa Oscura","Vila Sombria",8323198,"",0,0,0,""
"gshore","","рог","�","�ste","","","","n Morogh","",42,"Wild Shore",0,0,"Die Wilden Ufer","蛮荒海岸","Пустынный Берег","Costa Salvaje","Costa Selvagem",4128894,"",0,0,0,""
"shore","","","","�ste","","","орог","Dun Morogh","",0,"Redridge Mountains",0,0,"Rotkammgebirge","赤脊山","Красногорье","Montañas Crestagrana","Montanhas Cristarrubra",4128894,"",0,0,0,""
"hore","","","Бесплодные Земли","�ste","","","�орог","ogh","",0,"Arathi Highlands",0,0,"Arathihochland","阿拉希高地","Нагорье Арати","Tierras Altas de Arathi","Planalto Arathi",4128894,"",0,0,0,""
"ore","","","�есплодные Земли","�ste","","","ore","h","",0,"Burning Steppes",0,0,"Brennende Steppe","燃烧平原","Пылающие Степи","Las Estepas Ardientes","Estepes Ardentes",8323198,"",0,0,0,""
"re","","","есплодные Земли","�ste","","","орог","Dun Morogh","",0,"The Hinterlands",0,0,"Hinterland","辛特兰","Внутренние Земли","Tierras del Interior","Terras Agrestes",4128894,"",0,0,0,""
"","","Дун Морог","�сплодные Земли","�ste","","","","","",0,"Dead Man's Hole",0,0,"Des Toten Mannes Grube","亡者之穴","Нора Мертвеца","El Agujero del Hombre Muerto","Covil do Homem Morto",8323198,"",0,0,0,""
"ie Endlose Küste","","","сплодные Земли","�ste","","","ore","h","",0,"Searing Gorge",0,0,"Sengende Schlucht","灼热峡谷","Тлеющее Ущелье","La Garganta de Fuego","Garganta Abrasadora",4128894,"",0,0,0,""
" Endlose Küste","","丹莫罗","�плодные Земли","�ste","","","ог","Dun Morogh","",0,"Thieves Camp",0,0,"Diebeslager","盗贼营地","Воровской Лагерь","Campamento de Ladrones","O Acampamento dos Ladrões",8323198,"",0,0,0,""
"Endlose Küste","","丹莫罗","s Mágoas","�ste","","","ог","Dun Morogh","",8,"Jasperlode Mine",0,0,"Jaspismine","玉石矿洞","Яшмовая Шахта","Cantera de Jaspe","Mina de Jaspe",4128894,"",0,0,0,""
"ndlose Küste","","丹莫罗","плодные Земли","�ste","","","ог","�罗","",0,"Valley of Heroes UNUSED",0,0,"Valley of Heroes UNUSED","英雄谷(未使用）","Аллея Героев НЕ ИСПОЛЬЗУЕТСЯ","Valle de los Héroes NO USADO","Vale dos Heróis NÃO USADO",4128894,"",0,0,0,""
"dlose Küste","","丹莫罗","�лодные Земли","�ste","","","ог","Dun Morogh","as",0,"Heroes' Vigil",0,0,"Heldenwache","英雄哨岗","Часовые Вечности","Vigilia de los Héroes","Vigília dos Heróis",4128894,"",0,0,0,""
"lose Küste","","丹莫罗","лодные Земли","�ste","","","ог","Dun Morogh","",5,"Fargodeep Mine",0,0,"Tiefenschachtmine","法戈第矿洞","Рудник Подземных Глубин","Mina Abisal","Mina Vailafundo",4128894,"",0,0,0,""
"se Küste","","丹莫罗","�одные Земли","�ste","","","ог","Dun Morogh","",0,"Northshire Vineyards",0,0,"Weinberge von Nordhain","北郡农场","Виноградники Североземья","Viñedos de Villanorte","Vinhedos Northshire",4128894,"",0,0,0,""
"e Küste","","丹莫罗","�лина Североземья","�ste","","","ог","Dun Morogh","",8,"Forest's Edge",0,0,"Der Waldrand","林边空地","Лесная Опушка","Linde del Bosque","Margem da Floresta",4128894,"",0,0,0,""
" Küste","","丹莫罗","одные Земли","�ste","","","ог","Dun Morogh","",0,"Thunder Falls",0,0,"Donnerfälle","雷霆瀑布","Ревущий Водопад","Cataratas del Trueno","As Cataratas do Trovão",8323198,"",0,0,0,""
"Küste","","丹莫罗","�дные Земли","�ste","","","ог","Dun Morogh","",8,"Brackwell Pumpkin Patch",0,0,"Brackbrunns Kürbisbeet","布莱克威尔南瓜田","Тыквенное Поле Бреквеллов","Campo de Calabazas Brackwell","Campo de Abóboras de Brackwell",4128894,"",0,0,0,""
"üste","","丹莫罗","дные Земли","�ste","","","ог","Dun Morogh","",6,"The Stonefield Farm",0,0,"Hof der Steinfelds","斯通菲尔德农场","Ферма Стоунфилдов","La Granja Stonefield","A Fazenda Stonefield",4128894,"",0,0,0,""
"�ste","","丹莫罗","�ные Земли","�ste","","","ог","Dun Morogh","",6,"The Maclure Vineyards",0,0,"Weinberge der Maclures","马科伦农场","Виноградники Маклура","Viñedos Maclure","Os Vinhedos Maclure",4128894,"",0,0,0,""
"te","Dun Morogh","","�ые Земли","","","","","","",0,"***On Map Dungeon***",0,0,"***Dungeon auf Karte***","***大型地下城***","***Используй Меня Повторно 6***","***En Mapa de Mazmorra***","***On Map Dungeon***",8323198,"",0,0,0,""
"e","�罗","","ые Земли","","","","","","",0,"***On Map Dungeon***",0,0,"***Dungeon auf Karte***","***大型地下城***","***Используй Меня Повторно 5***","***En Mapa de Mazmorra***","***On Map Dungeon***",8323198,"",0,0,0,""
"","","shore","as","�ste","","","","Dun Morogh","",16,"Lake Everstill",0,0,"Der Immerruhsee","止水湖","Озеро Безмолвия","Lago Siemprequieto","Lago Everstill",4128894,"",0,0,0,""
"长滩","","shore","�е Земли","�ste","","","","Dun Morogh","",15,"Lakeshire",0,0,"Seenhain","湖畔镇","Приозерье","Villa del Lago","Lakeshire",8323198,"",0,0,0,""
"��滩","","shore","е Земли","�ste","","","","Dun Morogh","",24,"Stonewatch",0,0,"Steinwacht","石堡","Крепость Каменной Стражи","Vigilancia de Piedra","Stonewatch",8323198,"",0,0,0,""
"�滩","","shore","�земья","�ste","","","","Dun Morogh","",20,"Stonewatch Falls",0,0,"Steinwachtfälle","石堡瀑布","Водопад Каменной Стражи","Cataratas Vigilancia de Piedra","Cataratas Stonewatch",8323198,"",0,0,0,""
"滩",""," Morogh","� Земли","�ste","","","asted Lands","rogh","",63,"The Dark Portal",0,0,"Das Dunkle Portal","黑暗之门","Темный Портал","El Portal Oscuro","O Portal Negro",4128894,"",0,0,0,""
"��",""," Morogh"," Земли","�ste","","","","rogh","",50,"The Tainted Scar",0,0,"Die Faulende Narbe","腐烂之痕","Гниющий Шрам","La Cicatriz Manchada","A Cicatriz Corrompida",4128894,"",0,0,0,""
"�","","ogh","Земли","�ste","","","","","",43,"Pool of Tears",0,0,"Tränenteich","泪水之池","Озеро Слез","Charca de Lágrimas","Poço das Lágrimas",8323198,"",0,0,0,""
"","","ogh","�емли","�ste","","","","","",37,"Stonard",0,0,"Steinard","斯通纳德","Каменор","Rocal","Stonard",8323198,"",0,0,0,""
"Бескрайний Берег","","ogh","емли","�ste","","","","","",37,"Fallow Sanctuary",0,0,"Zuflucht der Verirrten","农田避难所","Болотное Пристанище","Santuario Baldío","Santuário Esquecido",8323198,"",0,0,0,""
"�ескрайний Берег","","Dun Morogh","�мли","�ste","","","","ogh","",0,"Anvilmar",0,0,"Ambossar","安威玛尔","Старая Наковальня","Yunquemar","Anvilmar",4128894,"",0,0,0,""
"скрайний Берег","","丹莫罗","мли","�ste","","","ог","�罗","",10,"Stormwind Mountains",0,0,"Berge von Sturmwind","暴风山脉","Горы Штормграда","Montañas de Ventormenta","Montanhas Stormwind",4128894,"un Morogh",0,0,0,""
"�крайний Берег"," Sorrows","Дун Морог","ey","�ste","","","","","",0,"Jeff NE Quadrant Changed",0,0,"Jeff NO-Quadrant geändert","杰夫东北象限变换","Джефф СВ Измененный Квадрант","Cambio del Cuadrante NE de Jeff","Quadrante NE de Jeff Modificado",4128894,"",0,0,0,""
"крайний Берег"," Sorrows","Дун Морог","�ли","�ste","","","","","",0,"Jeff NW Quadrant",0,0,"Jeff NW-Quadrant","杰夫西北象限","Джефф СЗ Квадрант","Cuadrante NW de Jeff","Quadrante NW de Jeff",8323198,"",0,0,0,""
"�райний Берег"," Sorrows","Дун Морог","ли","�ste","","","","","",0,"Jeff SE Quadrant",0,0,"Jeff SO-Quadrant","杰夫东南象限","Джефф ЮВ Квадрант","Cuadrante SE de Jeff","Quadrante SE de Jeff",8323198,"",0,0,0,""
"райний Берег"," Sorrows","Дун Морог","�и","�ste","","","","","",0,"Jeff SW Quadrant",0,0,"Jeff SW-Quadrant","杰夫西南象限","Джефф ЮЗ Квадрант","Cuadrante SW de Jeff","Quadrante SW de Jeff",8323198,"",0,0,0,""
"�айний Берег","","","и","�ste","","","Longshore","un Morogh","",0,"Tirisfal Glades",0,0,"Tirisfal","提瑞斯法林地","Тирисфальские Леса","Claros de Tirisfal","Clareiras de Tirisfal",4128894," Morogh",0,0,0,""
"айний Берег","","丹莫罗","�","�ste","","","ог","Dun Morogh","",8,"Stone Cairn Lake",0,0,"Der Steinhügelsee","石碑湖","Озеро Каменных Столбов","Lago del Hito","Lago Stone Cairn",8323198,"",0,0,0,""
"�йний Берег","","丹莫罗","das Mágoas","�ste","","","ог","Dun Morogh","",5,"Goldshire",0,0,"Goldhain","闪金镇","Златоземье","Villadorada","Vila d'Ouro",8323198,"",0,0,0,""
"йний Берег","","丹莫罗","","�ste","","","ог","Dun Morogh","",6,"Eastvale Logging Camp",0,0,"Holzfällerlager des Osttals","东谷伐木场","Лесопилка Восточной Долины","Aserradero de la Vega del Este","Campo Lenhador do Vale do Leste",4128894,"",0,0,0,""
"�ний Берег","","丹莫罗","Tierras Inhóspitas","�ste","","","ог","Dun Morogh","",0,"Mirror Lake Orchard",0,0,"Obsthain am Spiegelsee","明镜湖果园","Сад у Зеркального озера","Vergel del Lago Espejo","Huerto Lago Espejo",8323198,"",0,0,0,""
"�ий Берег","","丹莫罗","ierras Inhóspitas","�ste","","","ог","Dun Morogh","",8,"Tower of Azora",0,0,"Turm von Azora","阿祖拉之塔","Башня Азоры","Torre de Azora","Torre de Azora",4128894,"",0,0,0,""
"ий Берег","","丹莫罗","s","�ste","","","ог","Dun Morogh","",0,"Mirror Lake",0,0,"Spiegelsee","明镜湖","Зеркальное Озеро","Lago Espejo","Lago Espejo",8323198,"",0,0,0,""
"�й Берег","","h","земья","�ste","","","","d Lands","",28,"Vul'Gol Ogre Mound",0,0,"Ogerhort Vul'Gol","沃古尔食人魔山","Лощина Вул'Гол","Túmulo Ogro de Vul'Gol","Monte Ogre de Vul'Gol",8323198,"",0,0,0,""
"й Берег","","h","erras Inhóspitas","�ste","","","","un Morogh","",24,"Raven Hill",0,0,"Rabenflucht","乌鸦岭","Вороний Холм","Colina del Cuervo","Colina do Corvo",8323198,"",0,0,0,""
"� Берег","","shore","rras Inhóspitas","�ste","","","","Dun Morogh","",20,"Redridge Canyons",0,0,"Rotkammschlucht","赤脊峡谷","Каньоны Красногорья","Montañas Crestagrana","Cânions Redridge",8323198,"",0,0,0,""
" Берег","","shore","ras Inhóspitas","�ste","","","","Dun Morogh","",25,"Tower of Ilgalar",0,0,"Der Turm von Ilgalar","伊尔加拉之塔","Башня Илгалара","Torre de Ilgalar","A Torre de Ilgalar",8323198,"",0,0,0,""
"Берег","","shore","as Inhóspitas","�ste","","","","Dun Morogh","",19,"Alther's Mill",0,0,"Althers Mühle","奥瑟尔伐木场","Лесопилка Альтера","Molino de Alther","Serraria de Alther",8323198,"",0,0,0,""
"�ерег","","shore","s Inhóspitas","�ste","","","","Dun Morogh","",17,"Rethban Caverns",0,0,"Rethbanhöhlen","瑞斯班洞穴","Пещеры Ретбана","Cavernas de Rethban","Cavernas Rethban",8323198,"",0,0,0,""
"ерег","","рог"," Inhóspitas","�ste","","","","n Morogh","",30,"Rebel Camp",0,0,"Rebellenlager","反抗军营地","Лагерь Повстанцев","Campamento Rebelde","Acampamento Rebelde",8323198,"",0,0,0,""
"�рег","","рог","ntal","�ste","","","","n Morogh","",31,"Nesingwary's Expedition",0,0,"Nesingwarys Expedition","奈辛瓦里远征队营地","Экспедиция Эрнестуэя","Expedición de Nesingwary","Expedição de Nesingwary",8323198,"",0,0,0,""
"рег","","рог","Inhóspitas","�ste","","","","n Morogh","",32,"Kurzen's Compound",0,0,"Kurzens Truppenlager","库尔森的营地","Лагерь Курцена","Compuesto de Kurzen","Complexo de Kurzen",8323198,"",0,0,0,""
"�ег","","рог","tal","�ste","","","","n Morogh","",41,"Ruins of Zul'Kunda",0,0,"Ruinen von Zul'Kunda","祖昆达废墟","Руины Зул'Кунды","Ruinas de Zul'Kunda","Ruínas de Zul'Kunda",8323198,"",0,0,0,""
"ег","","рог","nhóspitas","�ste","","","","n Morogh","",40,"Ruins of Zul'Mamwe",0,0,"Ruinen von Zul'Mamwe","祖玛维废墟","Руины Зул'Мамве","Ruinas de Zul'Mamwe","Ruínas de Zul'Mamwe",8323198,"",0,0,0,""
"�г","","рог","hóspitas","�ste","","","","n Morogh","",37,"The Vile Reef",0,0,"Das finstere Riff","暗礁海","Коварный Риф","El Arrecife Vil","O Arrecife Vil",8323198,"",0,0,0,""
"г","","рог","óspitas","�ste","","","","n Morogh","",42,"Mosh'Ogg Ogre Mound",0,0,"Ogerhügel der Mosh'Ogg","莫什奥格食人魔山","Холм Мош'Огг","Túmulo Ogro Mosh'Ogg","Monte Ogre Mosh'Ogg",8323198,"",0,0,0,""
"�","","рог","�spitas","�ste","","","","n Morogh","",0,"The Stockpile",0,0,"Das Vorratslager","储藏室","Схрон","La Reserva","O Estoque",8323198,"",0,0,0,""
"","","Longshore","spitas","�ste","","","","gh","",14,"Saldean's Farm",0,0,"Saldeans Hof","萨丁农场","Ферма Сальдена","Granja de Saldean","Fazenda Saldean",8323198,"",0,0,0,""
"Costa Larga","","Longshore","pitas","�ste","","","","gh","",15,"Sentinel Hill",0,0,"Späherkuppe","哨兵岭","Сторожевой Холм","Colina del Centinela","Colina Sentinel",8323198,"",0,0,0,""
"osta Larga","","Longshore","itas","�ste","","","","gh","",15,"Furlbrow's Pumpkin Farm",0,0,"Brauenwirbels Kürbishof","法布隆南瓜农场","Тыквенная Ферма Хмуроброва","Granja de Calabazas Furlbrow","Fazenda de Abóboras dos Monrabo",8323198,"",0,0,0,""
"ta Larga","","Longshore","tas","�ste","","","","gh","",12,"Jangolode Mine",0,0,"Der Jangoschacht","詹戈洛德矿洞","Рудник Янго","Mina de Jango","Mina Veiojango",8323198,"",0,0,0,""
" Larga","","Longshore","y","�ste","","","","gh","",15,"Gold Coast Quarry",0,0,"Der Goldküstensteinbruch","金海岸矿洞","Прииск на Золотом Берегу","Mina de la Costa del Oro","Pedreira Costa Dourada",8323198,"",0,0,0,""
"arga","","Longshore","as","�ste","","","ун Морог","gh","",17,"Westfall Lighthouse",0,0,"Der Leuchtturm von Westfall","西部荒野灯塔","Маяк в Западном Крае","Faro de Páramos de Poniente","Farol de Westfall",4128894,"",0,0,0,""
"rga","","ogh","s","�ste","","","","","",39,"Misty Valley",0,0,"Das Neblige Tal","迷雾谷","Туманная Долина","Valle Brumoso","Valle Nebuloso",8323198,"",0,0,0,""
"ga","","рог","�емья","�ste","","","","stete Lande","",35,"Grom'gol Base Camp",0,0,"Basislager Grom'gol","格罗姆高营地","Лагерь Гром'гол","Campamento Base Grom'gol","Acampamento Base de Grom'gol",8323198,"",0,0,0,""
"a","","","","�ste","","","","nhóspitas","",22,"Whelgar's Excavation Site",0,0,"Whelgars Ausgrabungsstätte","维尔加挖掘场","Раскопки Вельгара","Sitio de Excavación de Whelgar","Sítio de Escavação de Whelgar",8323198,"",0,0,0,""
"Badlands","","丹莫罗","","�ste","","","ог","","",8,"Westbrook Garrison",0,0,"Weststromgarnison","西泉要塞","Гарнизон у Западного Ручья","Cuartel de Arroyoeste","Ribeira d'Oeste",4128894,"",0,0,0,""
"adlands","","h","Ermos","�ste","","","","莫罗","",28,"Tranquil Gardens Cemetery",0,0,"Der Friedhof ""Stille Gärten""","静谧花园墓场","Безмятежное Кладбище","Cementerio de los Jardines Tranquilos","O Cemitério dos Jardins Tranquilos",4128894,"",0,0,0,""
"dlands","","рог","rmos","�ste","","","","n Morogh","",37,"Zuuldaia Ruins",0,0,"Ruinen von Zuuldaia","祖丹亚废墟","Руины Зуулдая","Ruinas de Zuuldaia","Ruínas Zuuldaia",8323198,"",0,0,0,""
"lands","","рог","mos","�ste","","","","n Morogh","",34,"Bal'lal Ruins",0,0,"Ruinen von Bal'lal","巴拉尔废墟","Руины Бал'лал","Ruinas de Bal'lal","Ruínas de Bal'lal",8323198,"",0,0,0,""
"nds","","рог","os","�ste","","","","n Morogh","",35,"Kal'ai Ruins",0,0,"Ruinen von Kal'ai","卡莱废墟","Руины Кал'аи","Ruinas de Kal'ai","Ruínas Kal'ai",8323198,"",0,0,0,""
"ds","","рог","s","�ste","","","","n Morogh","",0,"Tkashi Ruins",0,0,"Ruinen von Tkashi","伽什废墟","Руины Ткаши","Ruinas de Tkashi","As Ruínas de Tkashi",8323198,"",0,0,0,""
"s","","рог","","�ste","","","","n Morogh","",40,"Balia'mah Ruins",0,0,"Ruinen von Balia'mah","巴里亚曼废墟","Руины Балиа'ма","Ruinas de Balia'mah","Ruínas de Balia'mah",8323198,"",0,0,0,""
"","","рог","Blasted Lands","�ste","","","","n Morogh","",36,"Ziata'jai Ruins",0,0,"Ruinen von Ziata'jai","赞塔加废墟","Руины Зиата'джаи","Ruinas de Ziata'jai","Ruínas Ziata'jai",8323198,"",0,0,0,""
"Ödland","","рог","lasted Lands","�ste","","","","n Morogh","",37,"Mizjah Ruins",0,0,"Ruinen von Mizjah","米扎废墟","Руины Мизжа","Ruinas de Mizjah","Ruínas Mizjah",8323198,"",0,0,0,""
"�dland","","","asted Lands","�ste","",""," Морог","un Morogh","",0,"Silverpine Forest",0,0,"Silberwald","银松森林","Серебряный Бор","Bosque de Argénteos","Floresta de Pinhaprata",4128894," Morogh",0,0,0,""
"dland","","Dun Morogh","sted Lands","�ste","","","","","",5,"Kharanos",0,0,"Kharanos","卡拉诺斯","Каранос","Kharanos","Kharanos",8323198,"",0,0,0,""
"land","","Dun Morogh","ted Lands","�ste","","","","","",0,"Coldridge Valley",0,0,"Eisklammtal","寒脊山谷","Холодная Долина","Valle de Crestanevada","Vale Crista Fria",4128894,"",0,0,0,""
"and","","Dun Morogh","ed Lands","�ste","","","ngshore","ogh","",10,"Gnomeregan",0,0,"Gnomeregan","诺莫瑞根","Гномреган","Gnomeregan","Gnomeregan",8323198,"",0,0,0,""
"nd","","Dun Morogh","d Lands","�ste","","","","ogh","",10,"Gol'Bolar Quarry",0,0,"Gol'bolar Steinbruch","古博拉采掘场","Карьер Гол'Болар","Cantera de Gol'bolar","Pedreira Gol'bolar",8323198,"",0,0,0,""
"d","","Dun Morogh"," Lands","�ste","","","","","adlands",7,"Frostmane Hold",0,0,"Höhle der Frostmähnen","霜鬃巨魔要塞","Форт Мерзлогривов","Poblado Peloescarcha","Fortaleza Jubafria",8323198,"",0,0,0,""
"","","Dun Morogh","Lands","�ste","","","","","",5,"The Grizzled Den",0,0,"Der Graufelsbau","灰色洞穴","Серая Берлога","El Cubil Pardo","Covil Cinzento",8323198,"",0,0,0,""
"荒芜之地","","Dun Morogh","ands","�ste","","","","","",7,"Brewnall Village",0,0,"Bräuhall","烈酒村","Поселок Пивоваров","Aldea Brewnall","Aldeia de Brewnall",8323198,"",0,0,0,""
"��芜之地","","Dun Morogh","nds","�ste","","","","ogh","",7,"Misty Pine Refuge",0,0,"Nebelfichtenzuflucht","雾松避难所","Сторожка у Заснеженной Сосны","Refugio de Pinos Brumosos","Refugio Pino Nebuloso",8323198,"",0,0,0,""
"�芜之地","","","ds","�ste","","","г","os","",0,"Eastern Plaguelands",0,0,"Östliche Pestländer","东瘟疫之地","Восточные Чумные Земли","Tierras de la Peste del Este","Terras Pestilentas Orientais",8323198,"",0,0,0,""
"��之地","Dun Morogh","","s","�ste","","","e","","",0,"Teldrassil",0,0,"Teldrassil","泰达希尔","Тельдрассил","Teldrassil","Teldrassil",4128894,"un Morogh",0,0,0,""
"�之地","","�","","�ste","","","","Dun Morogh","",15,"Ironband's Excavation Site",0,0,"Eisenbands Ausgrabungsstätte","铁环挖掘场","Раскопки Сталекрута","Sitio de Excavación de Ironband","Sítio de Escavação de Ironband",8323198,"",0,0,0,""
"之地","","�","Verwüstete Lande","�ste","","","","�莫罗","",18,"Mo'grosh Stronghold",0,0,"Festung Mo'grosh","莫格罗什要塞","Оплот Мо'грош","Fortaleza Mo'grosh","Bastión Mo'grosh",8323198,"",0,0,0,""
"��地","","�","erwüstete Lande","�ste","","","","Dun Morogh","",10,"Thelsamar",0,0,"Thelsamar","塞尔萨玛","Телcамар","Thelsamar","Thelsamar",8323198,"",0,0,0,""
"�地","","�","rwüstete Lande","�ste","","","","Dun Morogh","",18,"Algaz Gate",0,0,"Algaz-Tor","奥加兹大门","Врата Альгаза","Puerta Algaz","Portão de Algaz",8323198,"",0,0,0,""
