# fields=21
1,41,0,1,11069,12338,12339,12340,12341,0,0,0,0,0,0,0,0,0,0,0,0
2,41,0,2,11103,12357,12358,12359,12360,0,0,0,0,0,0,0,0,0,0,0,0
3,41,1,0,11119,11120,12846,12847,12848,0,0,0,0,0,0,0,0,0,0,0,0
4,41,1,1,11100,12353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,41,1,2,11078,11080,12342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,41,2,0,18459,18460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,41,2,1,11108,12349,12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,41,2,2,11366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,41,2,3,11083,12351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,41,3,0,11095,12872,12873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,41,3,1,11094,13043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,41,3,3,29074,29075,29076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,41,4,0,11113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,41,4,1,11115,11367,11368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,41,4,2,51927,51928,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
16,41,5,2,11124,12378,12398,12399,12400,0,0,0,0,0,0,0,0,0,0,0,0
17,41,6,1,11129,0,0,0,0,0,0,0,0,14,0,0,2,0,0,1,0
18,61,0,0,11189,28332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,61,0,1,11070,12473,16763,16765,16766,0,0,0,0,0,0,0,0,0,0,0,0
20,61,0,2,29438,29439,29440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,61,1,0,11151,12952,12953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,61,1,1,11071,12496,12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,61,1,2,11165,12475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,61,1,3,11175,12569,12571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,61,2,0,11207,12672,15047,15052,15053,0,0,0,0,0,0,0,0,0,0,0,0
26,61,2,1,12472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,61,2,3,11185,12487,12488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,61,3,0,16757,16758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,61,3,1,11160,12518,12519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,61,3,2,11170,12982,12983,12984,12985,0,0,0,0,23,0,0,1,0,0,0,0
31,61,4,1,11958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,61,4,2,52516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,61,4,3,11190,12489,12490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,61,5,0,11180,28592,28593,28594,28595,0,0,0,0,0,0,0,0,0,0,0,0
35,61,5,2,51999,52501,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
36,61,6,1,11426,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,0
37,81,0,0,11210,12592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,81,0,1,29441,29444,29445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,81,0,2,11237,12463,12464,16769,16770,0,0,0,0,0,0,0,0,0,0,0,0
40,81,1,0,6057,6085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,81,1,1,11222,12839,12840,12841,12842,0,0,0,0,0,0,0,0,0,0,0,0
42,81,1,2,11213,12574,12575,12576,12577,0,0,0,0,0,0,0,0,0,0,0,0
43,81,2,0,11247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,81,2,1,11242,12467,12469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,81,2,2,51949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,81,3,0,11252,12605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,81,3,1,11255,12598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,81,3,2,51963,51964,51965,0,0,0,0,0,0,45,0,0,0,0,0,0,0
49,81,3,3,18462,18463,18464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,81,4,0,15058,15059,15060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,81,4,1,12043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,81,4,2,51981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,81,4,3,45403,45404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,81,5,2,51262,51987,51988,51989,51990,0,0,0,0,0,0,0,0,0,0,0,0
55,81,6,1,12042,0,0,0,0,0,0,0,0,51,0,0,0,0,0,1,0
56,161,0,0,12282,12663,12664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,161,0,1,12295,12676,12677,12678,12679,0,0,0,0,0,0,0,0,0,0,0,0
58,161,0,2,12286,12658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,161,1,0,12285,12697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,161,1,1,16462,16463,16464,16465,16466,0,0,0,0,0,0,0,0,0,0,0,0
61,161,1,3,12287,12665,12666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,161,2,0,54023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,161,2,1,12290,12963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,161,2,2,12834,12849,12867,0,0,0,0,0,0,58,0,0,1,0,0,0,0
65,161,3,1,12163,12711,12712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,161,3,2,16493,16494,0,0,0,0,0,0,0,64,0,0,2,0,0,0,0
67,161,4,0,51644,51655,51656,51657,51658,0,0,0,0,62,0,0,0,0,0,0,0
68,161,4,1,12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,161,4,2,51641,51642,51643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,161,4,3,45576,45577,45578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,161,5,0,12862,12330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,161,5,2,57709,57710,57711,0,0,0,0,0,0,69,0,0,2,0,0,0,0
73,161,6,1,12294,0,0,0,0,0,0,0,0,68,0,0,0,0,0,1,0
