# fields=15
1,6,116,0,128,0,0,1,0,0,0,0,0,0,0
2,45,264,0,13,0,0,1,0,2,0,0,0,0,0
3,44,196,0,79,0,0,1,0,2,0,0,0,0,0
4,46,266,1023,13,0,0,1,0,2,0,0,0,0,0
5,43,201,0,399,0,0,1,0,2,0,0,0,0,0
6,54,198,0,1115,0,0,1,0,2,0,0,0,0,0
7,55,202,0,7,0,0,1,0,2,0,0,0,0,0
8,8,133,0,128,0,0,1,0,2,0,0,0,0,0
9,8,143,0,128,0,0,1,0,0,0,0,0,0,0
10,8,145,0,128,0,0,1,0,0,0,0,0,0,0
11,6,205,0,128,0,0,1,0,0,0,0,0,0,0
12,6,122,0,128,0,0,1,0,0,0,0,0,0,0
13,95,204,0,0,0,0,1,0,2,0,0,0,0,0
14,98,668,0,0,0,0,1,0,2,0,0,0,0,0
15,109,669,0,0,0,0,1,0,2,0,0,0,0,0
16,111,672,0,0,0,0,1,0,2,0,0,0,0,0
17,113,671,0,0,0,0,1,0,2,0,0,0,0,0
18,115,670,0,0,0,0,1,0,2,0,0,0,0,0
19,118,674,0,13,0,0,1,0,2,0,0,0,0,0
20,95,81,0,0,0,0,1,0,2,0,0,0,0,0
21,136,227,0,1493,0,0,1,0,2,0,0,0,0,0
22,134,768,0,1024,0,0,1,0,0,0,0,0,0,0
23,134,779,0,1024,0,0,1,780,0,0,0,0,0,0
24,134,780,0,1024,0,0,1,769,0,0,0,0,0,0
25,139,815,0,0,0,0,1,0,2,0,0,0,0,0
26,138,814,0,0,0,0,1,0,2,0,0,0,0,0
27,141,817,0,0,0,0,1,0,2,0,0,0,0,0
28,137,813,0,0,0,0,1,0,2,0,0,0,0,0
29,140,816,0,0,0,0,1,0,2,0,0,0,0,0
30,149,825,0,0,0,0,1,0,0,0,0,0,0,0
31,150,828,0,0,0,0,1,0,1,0,0,0,0,0
32,152,826,0,0,0,0,1,0,1,0,0,0,0,0
33,6,865,0,128,0,0,1,0,0,0,0,0,0,0
34,134,1082,0,1024,0,0,1,3029,0,0,0,0,0,0
35,50,1513,0,4,0,0,1,1528,0,0,0,0,0,0
36,50,1515,0,4,0,0,1,2997,0,0,0,0,0,0
37,162,203,0,0,0,0,1,0,2,0,0,0,0,0
38,164,2018,0,0,0,0,1,3100,0,0,0,0,0,0
39,165,2108,0,0,0,0,1,3104,0,0,0,0,0,0
40,8,2120,0,128,0,0,1,0,0,0,0,0,0,0
41,8,2121,0,128,0,0,1,0,0,0,0,0,0,0
42,165,2149,0,0,0,0,1,0,1,70,40,0,0,0
43,165,2153,0,0,0,0,30,0,0,75,45,0,0,0
44,165,2152,0,0,0,0,1,0,1,60,30,0,0,0
45,165,2158,0,0,0,0,45,0,0,150,120,0,0,0
46,165,2159,0,0,0,0,1,0,0,135,105,0,0,0
47,165,2160,0,0,0,0,50,0,0,100,70,0,0,0
48,165,2161,0,0,0,0,65,0,0,115,85,0,0,0
49,165,2162,0,0,0,0,65,0,0,120,90,0,0,0
50,165,2163,0,0,0,0,70,0,0,120,90,0,0,0
51,165,2164,0,0,0,0,70,0,0,135,105,0,0,0
52,165,2165,0,0,0,0,75,0,0,130,115,0,0,0
53,165,2166,0,0,0,0,125,0,0,170,145,0,0,0
54,165,2167,0,0,0,0,100,0,0,150,125,0,0,0
55,165,2168,0,0,0,0,110,0,0,160,135,0,0,0
56,165,2169,0,0,0,0,100,0,0,150,125,0,0,0
57,171,2259,0,0,0,0,1,3101,0,0,0,0,0,0
58,171,2330,0,0,0,0,1,0,1,95,55,0,0,0
59,171,2329,0,0,0,0,1,0,1,95,55,0,0,0
60,171,2331,0,0,0,0,30,0,0,105,65,0,0,0
61,171,2332,0,0,0,0,40,0,0,110,70,0,0,0
62,171,2334,0,0,0,0,50,0,0,120,80,0,0,0
63,171,2335,0,0,0,0,60,0,0,130,90,0,0,0
64,171,2336,0,0,0,0,70,0,0,140,100,0,0,0
65,171,2337,0,0,0,0,80,0,0,125,85,0,0,0
66,173,1180,0,1501,0,0,1,0,2,0,0,0,0,0
67,26,78,0,1,0,0,1,284,2,0,0,0,0,0
68,26,284,0,1,0,0,1,285,0,0,0,0,0,0
69,26,285,0,1,0,0,1,1608,0,0,0,0,0,0
70,26,1608,0,1,0,0,1,11564,0,0,0,0,0,0
71,182,2366,0,0,0,0,1,0,0,0,0,0,0,0
72,182,2368,0,0,0,0,1,3570,0,0,0,0,0,0
73,95,522,0,0,0,0,1,0,2,0,0,0,0,0
74,183,2382,0,0,0,0,1,0,2,0,0,0,0,0
75,182,2383,0,0,0,0,1,8387,1,0,0,0,0,0
76,185,2550,0,0,0,0,1,3102,0,0,0,0,0,0
77,185,2538,0,0,0,0,1,0,1,85,45,0,0,0
78,185,2539,0,0,0,0,30,0,0,90,50,0,0,0
79,185,2540,0,0,0,0,1,0,1,85,45,0,0,0
80,185,2541,0,0,0,0,65,0,0,130,90,0,0,0
81,185,2542,0,0,0,0,65,0,0,130,90,0,0,0
82,185,2543,0,0,0,0,75,0,0,155,115,0,0,0
83,185,2544,0,0,0,0,75,0,0,155,115,0,0,0
84,185,2545,0,0,0,0,85,0,0,165,125,0,0,0
85,185,2546,0,0,0,0,110,0,0,160,120,0,0,0
86,185,2547,0,0,0,0,125,0,0,175,135,0,0,0
87,185,2548,0,0,0,0,135,0,0,170,130,0,0,0
88,185,2549,0,0,0,0,135,0,0,180,140,0,0,0
89,176,2567,0,13,0,0,1,0,2,0,0,0,0,0
90,186,2580,0,0,0,0,1,8388,1,0,0,0,0,0
91,186,2575,0,0,0,0,1,2576,0,0,0,0,0,0
92,186,2576,0,0,0,0,1,3564,0,0,0,0,0,0
93,186,2577,0,0,0,0,1,2578,0,125,100,0,0,0
94,186,2578,0,0,0,0,1,2579,0,150,125,0,0,0
95,186,2579,0,0,0,0,1,0,0,175,150,0,0,0
96,186,2656,0,0,0,0,1,0,1,0,0,0,0,0
97,186,2658,0,0,0,0,1,0,0,125,100,0,0,0
